Hispanic_ACS_10_14,NH_White_alone_ACS_10_14,NH_Blk_alone_ACS_10_14,NH_AIAN_alone_ACS_10_14,NH_Asian_alone_ACS_10_14,NH_NHOPI_alone_ACS_10_14,NH_SOR_alone_ACS_10_14
0,3415,8,3,10,0,0
69,2526,5,0,3,0,0
14,1810,0,0,0,0,0
10,2695,7,7,38,65,0
28,1957,36,11,20,0,0
6,3276,22,27,9,0,0
34,1965,12,0,0,0,0
8,3260,15,11,42,0,0
140,1889,6,4,0,0,0
83,5795,224,0,113,0,62
0,1617,15,0,0,0,0
80,3349,0,0,0,0,0
83,4508,50,0,0,0,0
71,3042,17,16,1,0,28
77,2052,2,0,0,0,0
46,4383,28,0,11,0,0
320,6176,494,0,2,5,0
27,3879,13,0,19,0,0
121,7161,36,0,17,0,3
308,4123,305,24,42,0,0
931,4402,577,2,181,0,5
125,4086,33,12,42,0,11
1332,4034,929,19,81,8,112
1449,4524,756,55,224,156,0
208,5857,113,0,39,0,0
365,2989,186,9,79,0,0
423,4806,171,3,122,6,12
296,2716,234,0,13,0,57
194,2114,130,0,261,0,23
151,3679,55,9,8,0,0
353,3169,602,12,87,96,0
59,3730,77,17,115,0,0
57,2183,8,2,0,0,0
165,6785,18,149,55,0,0
114,3767,73,0,0,0,0
253,3651,406,22,81,0,0
221,3699,98,23,133,8,0
267,3916,417,11,69,13,0
5,3374,49,0,0,0,1
19,40,17,0,0,2,0
0,0,0,0,0,0,0
585,2975,393,19,260,0,0
1337,120,101,0,0,0,0
487,2921,217,0,83,0,15
229,3415,351,0,477,0,11
193,2055,95,0,190,0,0
267,2934,57,0,374,0,11
338,2973,238,0,446,0,0
69,420,74,25,89,0,13
432,1544,276,0,352,0,11
1097,1771,1188,0,1042,0,14
1136,296,630,16,80,15,0
1066,104,64,0,87,0,0
258,2883,214,0,261,0,0
3014,792,39,0,908,0,0
1174,47,2374,54,689,0,0
1188,26,1646,0,432,0,0
400,1306,55,0,90,0,6
427,714,1079,0,338,0,47
665,1661,311,0,281,0,0
288,2427,29,0,335,0,15
117,486,812,0,202,0,31
581,2372,165,13,912,118,53
121,637,29,0,79,0,0
226,1073,14,0,335,0,0
415,1209,370,0,376,0,0
284,2439,481,0,287,0,32
575,1983,147,0,271,0,5
168,1918,9,0,267,0,0
233,2906,44,0,147,0,0
118,1157,9,9,89,0,0
435,820,237,0,115,0,6
326,1600,279,3,130,0,0
251,2029,14,0,150,0,0
473,1369,89,0,139,0,8
110,1278,19,64,235,0,0
138,2078,71,0,135,0,0
887,1128,273,16,76,0,36
392,2674,0,0,448,0,0
429,1846,47,0,291,0,0
355,1252,0,0,234,0,0
559,2096,10,0,717,0,8
212,805,184,0,45,0,12
368,1980,12,24,340,0,0
569,1668,167,0,470,0,0
294,1469,8,0,105,0,0
183,2787,36,0,355,0,0
328,4670,92,0,76,0,16
880,2498,34,38,471,0,0
266,3121,34,0,101,0,0
1563,2674,92,0,835,0,10
863,2510,119,0,212,0,0
425,1476,125,0,572,0,0
1964,1062,1639,0,127,0,0
1123,371,28,0,762,0,0
4035,322,23,16,1178,0,0
824,3303,2,0,676,0,0
2779,432,131,0,1065,0,17
626,3035,104,0,398,0,4
4384,299,232,0,573,0,53
3261,515,115,0,320,0,0
3159,472,52,0,597,0,8
2923,776,29,0,131,0,31
3506,94,2797,0,192,0,14
0,0,0,0,0,0,0
2106,574,11,0,358,0,7
1510,337,0,0,1366,0,0
2194,439,180,0,2194,0,75
1259,945,78,94,3596,0,0
3401,1052,58,0,1910,0,23
4125,294,84,0,3081,0,12
2474,427,63,0,3390,0,9
2732,1062,101,0,60,0,16
1221,310,26,0,3670,0,0
739,337,9,0,4899,0,13
637,241,70,0,4979,20,0
654,427,26,94,3460,0,0
1165,495,56,24,732,0,0
2465,2408,235,0,1375,0,6
578,2711,168,0,1002,0,0
434,475,73,0,3541,0,0
830,1552,56,0,197,0,54
444,191,124,108,1220,0,0
733,923,60,0,81,0,0
28,76,0,0,1207,0,0
472,1067,49,0,147,0,0
2585,869,55,0,1629,0,0
971,863,45,78,780,0,0
1219,886,1419,20,277,0,0
276,632,57,22,982,0,13
1042,1259,109,21,196,0,18
487,1205,157,0,112,0,8
1113,2553,98,0,1059,0,0
1053,2290,482,0,203,0,0
246,808,14,0,1005,0,0
610,3156,141,0,395,0,8
680,2643,10,15,591,0,0
460,2463,381,0,200,0,9
371,2938,32,44,423,0,0
771,2066,198,0,78,0,26
785,2414,2,0,356,0,47
646,2051,322,0,348,0,0
208,1532,0,0,107,0,0
921,2064,274,0,552,0,0
542,2130,26,0,228,0,7
1901,1280,125,12,326,0,10
1668,2232,205,94,370,0,13
955,1068,84,0,53,0,0
11,1264,0,0,31,0,0
1051,3874,221,0,419,0,53
75,1350,2,0,233,0,0
711,2619,139,0,203,0,49
217,1717,36,0,587,0,0
294,2209,140,0,228,0,0
0,0,0,0,0,0,0
131,2906,273,0,191,0,19
248,3596,44,19,357,0,14
351,3856,409,240,130,0,29
1108,2102,199,0,776,0,10
372,1982,410,0,268,0,19
350,1533,96,0,548,11,15
215,1732,679,0,297,0,20
304,492,43,0,42,0,0
473,4223,176,0,401,0,46
271,1908,0,0,38,0,0
630,3835,88,0,249,0,0
43,1251,80,0,264,0,0
783,2828,179,0,780,0,0
492,1718,0,0,1548,0,0
269,3233,68,33,320,0,10
582,1428,104,0,1961,0,28
224,1141,0,0,675,0,0
0,0,0,0,0,0,0
462,1036,14,0,686,0,0
0,0,0,0,0,0,0
729,988,30,0,1200,0,0
864,839,2227,5,186,0,12
728,1632,0,9,884,0,0
552,1924,706,0,299,0,0
607,900,39,0,1663,0,0
348,1476,517,0,229,0,21
59,1196,39,0,911,0,0
1249,217,2554,0,377,0,46
146,1293,23,0,650,0,0
422,559,401,0,99,0,0
253,1566,11,0,1075,0,0
1589,1621,26,0,2063,0,0
821,1066,704,0,48,0,4
437,1797,5,0,1025,0,0
860,2007,2451,0,405,0,0
486,845,65,0,2250,0,0
723,1563,1298,2,316,0,6
1211,1815,15,0,2320,0,0
223,1452,1200,0,243,0,63
63,1383,11,0,446,0,0
277,1187,981,0,242,0,0
489,1003,0,0,690,0,0
401,1499,1536,15,185,0,15
99,1319,0,0,561,0,0
123,810,409,0,204,0,32
23,1353,0,0,473,0,0
135,1479,714,0,154,0,0
192,1507,19,0,878,0,15
613,2205,1049,0,340,0,0
164,1538,17,82,1352,0,0
543,1680,31,0,2732,0,0
336,211,593,0,92,0,0
172,1225,0,0,3680,0,0
147,749,3366,0,75,0,16
185,1073,0,0,1322,0,7
664,2120,2108,0,318,0,39
246,3224,0,0,740,0,0
276,1072,1818,0,293,0,1
316,3922,23,0,348,0,0
402,736,2413,0,217,0,18
343,4244,5,0,408,0,0
851,1079,2211,76,204,0,0
569,3818,13,0,0,0,71
1424,4056,9,0,568,0,0
1321,514,12,0,495,0,81
456,666,2041,0,184,0,48
801,1924,59,1,751,0,8
292,1026,2135,0,172,0,30
837,3036,60,0,217,0,0
216,1602,1259,0,173,0,15
618,5124,0,0,400,0,0
818,804,2593,22,385,0,25
24,5403,0,0,0,0,0
949,2449,692,0,188,0,0
158,5202,8,0,102,0,0
227,3926,0,14,0,0,0
190,4083,37,0,40,0,2
568,997,702,0,192,0,9
138,2509,18,0,262,0,0
562,896,2497,0,140,0,0
637,2296,13,0,577,0,0
143,480,2889,22,266,0,23
204,2126,20,0,1172,0,0
163,341,1372,0,94,0,0
641,1314,41,5,859,0,0
121,582,2946,0,169,0,0
131,401,2,15,1026,0,0
316,241,2428,123,91,0,7
983,2322,67,0,1885,0,0
541,542,1084,0,152,0,20
607,1015,0,0,2430,0,0
3299,164,1780,0,16,0,23
319,939,0,0,1940,0,0
947,322,656,0,59,0,0
699,2019,2,0,1624,0,76
621,352,508,0,77,0,0
1523,0,1968,0,10,0,0
322,1136,44,10,2053,0,0
819,858,3266,0,74,0,0
520,1064,0,0,1031,0,0
304,159,1572,0,21,0,35
747,1657,0,0,2281,0,0
287,344,2895,0,102,0,0
544,1853,11,78,1141,0,0
340,529,2319,0,59,0,0
1060,1886,1,17,857,0,0
415,230,2143,0,9,0,0
203,1587,19,0,529,0,0
113,132,2147,34,237,0,0
618,1919,0,34,1058,0,0
127,159,2260,0,33,0,0
105,1319,6,0,1356,0,0
592,542,2781,0,284,0,35
1407,1236,0,0,1933,0,0
351,81,4152,0,0,0,0
251,1377,22,0,1401,0,24
340,197,3213,0,88,0,20
88,952,7,0,599,0,6
2155,257,2562,0,49,0,0
123,1473,14,0,1504,0,0
1567,178,1851,0,58,0,0
598,2013,44,0,1022,0,0
223,187,13,0,0,0,0
944,8,1600,0,0,0,0
982,2391,98,55,1213,0,0
585,377,1811,0,179,0,59
291,1515,7,0,1149,0,79
1139,245,1844,0,48,0,42
534,2782,15,0,851,0,0
360,276,2548,23,26,0,0
419,1094,27,0,744,0,0
704,103,2219,0,9,0,0
226,1502,152,0,483,0,0
549,422,2861,0,76,0,6
259,3369,88,0,1307,0,0
204,234,3118,0,100,0,0
793,2134,2,0,815,0,90
413,92,1977,7,92,0,0
339,1436,0,0,1505,0,0
97,37,2361,0,248,0,35
249,1281,25,0,2862,0,0
672,47,4390,6,47,0,0
267,1972,40,0,1641,0,0
889,2002,2311,20,467,0,0
167,965,0,0,855,0,0
1046,8,3171,0,45,0,0
424,1328,8,0,355,0,0
170,8,1953,0,8,0,0
233,257,2291,0,21,0,0
253,290,3619,0,50,0,58
308,3007,36,0,850,0,0
356,874,3388,0,57,0,5
123,540,2260,0,121,0,0
727,551,2585,0,106,0,98
254,442,2947,0,9,0,0
838,776,4055,0,124,0,77
424,380,2653,0,112,0,39
419,563,5508,74,39,0,0
2201,989,2530,0,1347,0,0
316,383,1752,62,10,0,30
303,160,928,12,946,6,0
476,1502,3376,0,0,40,77
1381,854,1911,0,185,0,0
295,2675,1353,0,0,0,0
185,2967,1211,0,0,0,10
297,1722,843,0,143,0,0
428,3257,260,1,262,0,13
325,1682,1801,0,0,0,7
333,721,3124,0,83,0,27
590,883,757,0,71,0,0
222,219,1962,0,0,0,100
1324,1851,1987,0,233,0,270
1320,179,3181,58,223,0,32
205,29,2315,0,30,0,0
478,39,2630,0,0,0,0
916,784,54,0,326,0,0
708,275,4503,14,188,0,0
0,2732,0,0,52,0,0
407,791,2811,0,72,0,54
148,563,273,7,8,0,7
489,848,3205,0,45,0,0
0,5042,40,0,0,0,0
532,603,3782,0,0,0,35
6,2478,19,0,0,0,0
65,4461,54,0,0,0,0
471,56,1957,11,5,0,44
734,14,4280,0,39,0,0
76,2804,24,13,5,0,0
292,3115,16,0,263,0,0
401,14,1914,0,54,9,0
1285,1099,58,64,626,0,0
601,76,3283,0,0,0,0
308,1167,17,0,630,0,0
201,112,2278,0,28,0,0
298,23,752,0,0,0,0
1130,1681,265,0,1302,0,0
488,36,694,0,15,0,2
1316,174,3231,0,37,0,0
229,2555,9,0,1196,0,0
492,27,3752,12,63,0,0
905,177,2688,0,48,0,50
203,3613,20,100,200,0,0
499,3109,184,0,527,0,0
542,120,2398,0,95,0,0
528,330,3089,0,145,0,0
212,87,3071,0,0,0,0
637,201,4151,0,0,0,0
1320,590,2390,0,1386,0,0
625,119,3669,0,37,0,20
706,152,2407,0,77,0,0
574,1453,5,0,1444,0,0
850,215,2548,5,325,0,1
293,3311,39,0,245,0,0
2329,472,179,0,187,0,22
35,2099,0,12,172,0,0
2282,318,367,0,136,0,0
212,2103,49,0,327,0,11
2157,575,964,0,69,0,0
104,1853,0,11,43,0,6
2258,319,953,0,304,0,0
107,1820,0,0,59,0,0
981,384,1568,52,62,0,0
538,1120,0,0,1000,0,15
1856,247,1535,0,33,0,9
406,1436,0,0,1579,0,0
1148,334,1835,1,25,0,0
264,1023,0,0,1188,0,0
1398,127,2417,6,37,0,0
266,1123,0,0,890,0,0
809,27,554,0,55,0,0
392,1085,0,0,1421,0,0
0,0,0,0,0,0,0
213,1083,105,0,1674,0,0
2906,250,729,0,46,0,0
247,1209,9,0,329,0,0
1829,142,1351,8,0,0,39
666,1694,0,0,352,0,0
2232,341,1146,0,32,0,84
64,1123,0,0,78,0,0
9,1726,0,0,0,0,0
2463,151,1493,15,99,0,0
339,2129,44,0,162,0,23
2402,84,599,0,304,0,0
232,1733,0,0,49,0,10
2660,386,835,83,45,0,39
108,1669,9,16,124,0,53
2777,404,397,0,213,0,19
308,2268,49,0,353,0,0
3567,760,243,0,243,0,0
345,1926,39,0,791,0,0
1836,590,142,1,57,0,0
512,1782,78,0,1922,0,0
4236,823,418,12,230,0,26
390,2517,4,0,1117,0,0
4536,857,329,0,104,0,9
412,1411,0,0,1257,0,0
4091,685,165,0,727,0,0
708,2204,25,0,1699,0,26
3489,314,314,0,253,0,0
128,2225,74,0,928,0,0
3834,263,962,0,102,0,0
158,2763,3,0,1363,0,0
3791,787,1350,0,84,0,0
350,1882,25,0,248,0,0
3195,192,551,0,321,0,0
237,2246,2,28,36,0,16
5297,547,61,20,606,0,0
23,2566,0,0,81,0,5
4488,957,86,0,564,0,24
271,2749,12,50,146,0,0
2916,887,273,0,583,0,45
201,1075,13,9,614,0,0
1542,539,432,0,100,0,0
240,1520,24,0,152,0,0
1399,676,1128,0,22,0,70
18,489,0,0,0,0,0
111,2459,0,28,43,0,0
1175,571,361,0,61,0,0
192,1576,2,0,122,0,0
56,2225,24,0,119,0,0
14,1467,11,0,16,0,0
206,1869,458,0,1156,0,29
241,1902,0,0,479,0,0
296,1728,0,0,6,0,0
54,2572,0,0,200,0,0
2,2089,10,0,50,0,0
45,2665,10,0,31,0,12
16,2863,9,0,0,0,0
20,2960,0,0,113,0,0
280,3566,59,24,0,0,0
388,2589,149,0,298,0,38
1002,3472,9,0,123,0,39
629,2350,55,0,359,0,0
872,1505,106,0,226,0,25
457,3244,329,12,1765,0,108
519,4001,454,0,499,0,25
1461,1508,112,0,122,0,15
1088,843,51,22,1480,0,0
559,2025,211,0,977,0,38
2499,25,1363,0,31,0,0
1274,3336,421,0,731,0,8
2298,813,1010,0,1727,0,0
566,1561,647,0,717,0,0
5234,1307,751,0,193,0,0
674,3167,462,69,1084,0,58
656,1676,6,0,266,0,13
1009,1670,173,0,1056,0,97
315,2216,28,0,266,0,40
308,1815,138,0,2092,0,0
280,1392,7,0,93,0,0
530,2031,287,12,432,0,0
532,1946,103,0,144,0,0
222,1932,36,0,115,0,0
597,1696,0,0,78,0,33
839,2565,571,0,547,0,8
2126,1133,324,37,532,0,0
2009,729,2576,0,254,0,0
530,1711,100,0,15,0,45
865,146,2541,0,240,0,0
268,354,1421,0,43,6,0
1827,577,3204,0,160,0,143
230,3413,130,0,0,0,0
565,178,3270,26,0,0,0
955,310,3200,0,144,0,107
1706,1076,273,0,641,0,0
1679,355,3729,33,36,0,17
1692,2130,75,0,184,0,10
2331,622,3416,0,347,0,96
501,860,20,0,72,0,0
703,245,4103,0,244,0,27
488,217,2823,0,11,0,33
217,1217,37,0,185,0,0
745,719,1191,0,550,0,12
592,3106,129,0,271,0,43
436,1141,1016,0,1479,0,112
3386,1887,65,22,301,0,42
881,2383,150,0,88,0,0
1041,1920,964,13,646,0,0
4804,1165,128,0,233,0,106
321,1065,117,0,598,0,0
395,3790,61,0,0,0,0
155,2253,115,0,739,0,0
615,7678,8,0,51,0,20
94,1548,206,21,563,0,0
169,6423,82,0,17,0,0
239,2437,351,29,994,0,0
297,3764,0,0,0,0,0
156,3256,57,0,0,0,0
656,2851,47,0,271,0,44
436,2231,77,0,9,0,0
497,3626,101,0,324,0,0
92,158,64,0,9,0,14
0,2448,0,0,458,0,0
1847,4520,585,0,0,0,0
258,3852,59,0,213,0,25
984,3538,179,0,271,0,0
169,1950,24,0,101,0,0
515,2348,64,0,160,0,9
451,2801,56,0,269,0,9
2871,2216,142,0,157,0,39
85,2180,21,0,948,0,0
508,1762,14,23,401,0,0
461,2778,39,0,375,0,31
886,2944,170,0,551,0,21
41,3389,18,0,437,0,0
301,1591,38,0,153,0,11
233,1700,0,0,323,0,0
169,2787,50,0,458,0,0
246,2376,62,0,140,0,0
0,1427,0,0,241,0,0
658,2629,189,0,485,0,94
197,2188,46,0,172,0,0
394,2822,34,60,115,0,0
230,1591,95,26,950,0,36
174,969,0,0,282,0,0
314,1071,16,0,36,5,0
214,2346,120,0,904,0,25
148,3608,0,0,83,0,0
1093,598,2684,4,182,0,0
133,1834,195,24,90,0,23
102,1483,38,0,1319,0,0
572,2616,3,41,322,0,19
7,1932,18,0,1060,0,0
310,1678,46,0,973,0,0
242,520,9,0,42,0,0
817,1435,15,0,1516,0,0
317,1617,0,0,962,0,0
108,2100,90,0,895,0,27
394,883,65,0,1239,0,0
461,2562,70,0,591,0,0
39,1429,30,0,236,0,13
139,720,225,0,787,0,0
561,3097,31,0,62,0,6
83,2691,63,0,1518,0,0
360,1604,14,0,30,0,0
116,5291,73,17,2094,0,0
163,3299,50,0,908,42,0
85,2213,38,0,80,0,0
88,2442,394,163,256,0,0
467,4530,98,0,415,0,0
208,1841,99,6,365,0,33
150,2539,135,0,195,0,0
36,4301,0,55,55,0,0
388,552,0,0,667,0,103
361,5511,43,0,309,0,0
0,1021,0,0,0,0,0
42,1664,42,0,9,0,0
36,2042,0,0,24,0,0
347,2587,108,0,4,0,0
240,1561,127,0,491,0,0
453,4836,20,0,79,0,0
204,1118,1,0,131,0,0
82,1220,0,0,30,0,12
27,1294,2,0,391,0,0
146,1396,0,0,364,0,0
205,2007,7,0,122,0,0
305,1988,27,0,548,0,0
427,1764,202,0,89,0,0
285,1063,339,0,146,0,0
93,604,480,0,199,0,89
17,1026,63,0,124,0,22
80,1390,21,0,154,0,12
273,1372,17,0,125,0,0
23,2008,4,0,191,0,0
157,1485,11,0,290,0,0
153,1106,1,0,235,0,66
0,0,0,0,0,0,0
457,717,1584,0,52,0,18
250,194,1325,0,0,0,20
230,416,1083,0,135,0,20
195,150,1504,0,84,0,0
43,295,2224,0,1,0,0
418,214,1297,0,99,0,0
455,573,1897,0,74,0,0
68,633,532,0,175,0,0
202,661,926,0,0,0,0
235,273,1152,0,22,0,26
162,325,1997,0,38,6,24
460,2032,1617,0,96,0,0
960,3545,1409,0,349,0,0
152,1129,0,0,92,0,0
29,1729,41,0,0,0,0
164,5532,0,0,156,0,0
0,16,0,0,0,0,0
0,0,0,0,0,0,0
160,2622,37,0,0,0,0
23,148,1919,0,34,0,0
104,26,2940,0,23,0,0
95,25,1851,0,0,0,18
25,60,2223,0,21,0,0
88,264,3234,0,76,0,0
190,102,2269,0,51,0,21
129,82,2708,17,27,0,0
115,85,2146,0,0,0,0
455,420,2247,0,572,0,0
373,1200,1873,0,143,0,0
377,333,2786,0,582,0,0
383,1432,1464,0,192,0,0
95,2398,199,0,114,0,0
196,1481,392,0,111,0,0
100,1339,348,0,0,0,0
51,2426,443,0,69,0,0
0,1016,19,0,0,0,0
2,1483,1,0,2,0,0
66,1662,109,0,204,0,0
169,1630,0,0,58,0,19
144,2468,26,0,188,0,27
1143,2507,421,0,975,0,0
505,1314,1708,0,119,0,43
290,182,1932,0,0,0,12
295,2743,46,0,359,0,0
238,338,2092,0,155,0,0
239,1393,1485,0,30,0,9
288,467,1923,0,410,9,6
273,110,3301,0,86,0,0
104,73,2199,0,0,0,0
95,24,4221,0,72,0,0
202,35,2317,0,14,0,3
904,194,3186,0,339,0,0
359,24,2955,17,51,0,57
337,100,4478,1,101,0,0
462,11,3278,0,0,0,8
153,6,1625,0,23,0,0
583,769,2832,0,41,0,0
721,144,3803,0,66,0,0
277,551,1758,0,272,0,27
314,840,4297,0,179,0,0
202,642,2959,0,37,0,55
735,334,3924,9,88,0,0
255,215,2347,0,263,0,67
137,1616,2115,0,17,0,0
228,84,703,0,190,0,5
99,114,1840,14,77,0,25
230,8,2253,0,90,0,71
167,34,2402,0,103,0,0
1090,142,3143,0,99,0,10
458,107,4145,0,78,0,44
944,228,6005,0,71,0,0
372,74,3408,0,16,0,10
371,39,4753,10,14,0,0
328,37,3196,0,190,0,0
365,13,5773,0,154,0,49
106,107,1896,19,74,0,0
68,84,1295,0,5,0,0
19,26,1844,0,45,0,0
113,124,2298,0,10,0,0
227,198,1857,0,20,0,0
37,22,1470,14,0,0,0
13,2,1728,19,47,0,0
88,34,1482,0,0,0,0
0,0,8,0,0,0,0
109,0,1610,0,8,0,0
354,16,3111,0,20,0,0
56,70,2183,0,38,0,0
268,0,3054,0,75,0,0
128,0,2734,0,0,0,27
118,0,2145,0,21,0,28
151,18,2887,0,0,0,8
153,141,2706,0,48,0,0
282,38,2762,0,0,0,42
154,8,2320,0,56,0,0
344,99,2856,0,50,0,22
126,397,1009,0,21,0,0
268,21,3136,0,32,0,6
220,115,2839,0,0,0,0
231,1,6180,0,109,0,15
230,129,4938,0,100,0,73
406,10,3804,17,0,0,17
570,67,3271,0,0,0,0
614,188,5949,0,30,0,0
187,16,3341,49,0,0,0
403,129,3287,0,40,8,0
115,55,2904,0,184,0,0
173,17,1632,0,0,0,0
968,37,4657,0,7,0,2
814,15,2907,0,190,0,13
1429,104,2733,0,34,0,94
1298,65,3559,0,0,0,0
1491,14,4779,31,0,0,99
1910,45,4231,52,103,0,0
403,26,3788,0,0,0,15
1312,0,1682,0,0,0,0
468,12,2788,58,13,0,27
203,22,2664,0,0,0,0
262,0,2871,0,0,0,0
74,11,2406,22,53,0,0
15,2,2330,0,17,0,79
15,19,1228,0,0,0,0
177,47,2237,0,31,0,0
21,0,1830,0,67,0,0
12,49,2130,0,0,0,0
126,34,3644,0,0,0,0
418,110,2133,35,27,0,0
156,53,1669,89,0,0,0
93,94,2877,0,0,0,0
99,49,4325,0,64,0,0
384,194,3893,0,211,0,0
632,128,2791,0,194,0,0
0,0,0,0,0,0,0
147,95,1409,0,3,0,0
598,99,1780,30,38,0,0
299,197,1711,0,39,0,206
82,239,1144,0,93,0,0
193,252,1393,0,39,0,0
401,197,2549,0,87,0,63
912,10,3099,0,0,0,0
51,24,2129,0,39,0,0
211,14,3055,0,67,0,39
164,229,2643,0,22,0,11
75,15,1444,0,12,0,6
147,146,1548,43,25,0,0
193,81,1608,28,0,0,0
71,131,3465,0,81,0,0
145,152,3761,0,75,0,0
79,154,2417,56,50,0,0
98,60,2323,13,53,0,0
112,241,1563,0,103,0,0
243,97,1532,0,365,0,0
107,143,1755,0,114,0,43
103,77,2129,0,64,0,0
9,67,1296,0,67,0,0
78,64,1466,0,0,0,25
94,216,1808,0,46,0,0
55,152,1518,0,383,0,0
69,105,1630,0,181,0,0
92,73,2682,0,0,0,0
39,29,1358,0,97,0,0
843,502,2056,231,0,0,0
1424,1768,3260,0,135,0,0
1380,1420,3051,54,221,0,0
151,23,731,4,0,0,0
342,91,3215,0,13,0,12
187,129,1644,27,44,0,14
1004,80,3625,0,0,0,0
1090,0,3399,0,0,0,0
787,20,2625,21,0,0,50
707,127,2564,0,0,0,0
287,41,2372,35,0,0,0
1094,57,2395,0,0,0,0
582,178,2646,0,50,0,0
298,3,3056,0,0,0,2
1056,134,2727,0,19,0,0
701,88,2993,0,84,0,0
956,17,3374,0,0,0,0
645,0,1331,9,0,0,21
1175,25,1777,14,0,0,0
1278,205,344,0,9,0,13
1228,48,878,0,21,0,12
938,23,1692,0,0,3,7
2087,127,761,10,56,0,0
1121,45,1379,32,106,0,77
985,42,1867,0,86,0,93
1650,9,2658,0,70,0,0
885,32,1932,0,0,0,0
704,0,1158,0,24,0,0
229,4,1853,0,0,0,0
791,44,2009,0,55,0,0
858,78,1719,0,17,0,0
711,40,628,0,166,0,0
929,69,643,0,44,0,82
1937,104,339,0,109,0,0
1906,128,932,0,99,0,31
2813,116,657,0,370,0,0
2299,115,626,0,76,0,0
2179,141,473,0,49,0,60
941,31,437,0,209,0,54
0,0,0,0,0,0,0
1998,211,782,0,90,0,0
1904,195,389,0,137,0,0
2825,383,863,0,692,0,171
1770,150,609,16,235,0,20
1406,110,2355,0,452,0,14
1272,125,942,0,41,0,148
1420,61,1394,0,198,0,0
1028,0,2772,21,0,0,6
1162,74,2834,29,687,0,20
1601,94,1350,0,57,0,6
781,186,883,0,194,0,8
666,165,821,13,359,0,67
1394,124,7015,0,115,0,0
2196,104,1943,8,20,0,9
1558,94,2621,0,0,0,0
1152,0,4085,0,56,0,96
1042,5042,195,0,32,0,10
497,2007,43,11,217,0,39
205,1666,682,11,745,0,96
0,0,0,0,0,0,0
39,2429,6,0,0,0,0
98,4344,24,14,3,0,0
196,7276,59,22,93,0,0
39,2825,30,3,0,0,0
4,2266,40,4,9,0,0
15,1918,35,16,4,0,6
33,5064,89,0,0,0,6
29,4000,118,0,33,0,0
47,4766,135,0,204,0,0
137,5591,90,0,9,0,0
62,3173,18,0,82,0,0
87,3018,10,0,86,0,0
236,2348,118,0,218,0,0
43,3881,6,0,70,5,0
38,7552,21,32,75,0,0
590,5120,459,0,43,0,0
313,2186,63,0,0,0,0
189,361,421,0,6,0,0
28,4546,24,34,0,7,0
66,3774,5,8,9,3,11
42,4541,3,3,0,0,3
109,4494,3,0,0,0,0
54,2385,44,68,20,0,0
126,4586,0,62,58,0,0
174,3519,41,73,36,0,0
0,3329,53,0,0,0,0
31,5204,166,17,0,0,0
82,7142,4,1,23,0,0
40,3087,0,0,34,0,0
113,4759,1,33,10,0,0
117,3020,109,0,18,0,5
49,3677,0,5,31,0,0
80,6734,3,86,3,0,7
277,6101,430,58,72,3,0
32,3527,75,3,17,0,0
133,3500,343,4,253,0,0
102,5116,19,9,26,0,0
4,2438,0,0,0,0,0
407,258,1537,0,242,0,0
764,133,992,0,42,0,16
192,2672,558,5,67,0,14
755,47,1004,0,73,0,0
372,24,590,0,3,0,0
868,2635,1002,0,253,0,192
550,900,930,0,8,0,0
571,1355,1647,1,181,0,160
386,1457,1032,0,136,0,0
376,487,818,0,773,0,0
727,619,1531,6,558,0,83
430,825,1583,62,132,0,0
40,12,1258,0,0,0,15
169,3361,199,67,115,0,0
117,1455,406,8,3,0,114
168,3819,181,0,87,0,0
175,1050,274,0,68,20,0
73,1075,274,6,20,0,0
71,1652,526,0,186,0,0
65,1505,129,0,16,0,7
218,1937,72,0,140,0,20
172,2278,314,0,48,0,0
117,1875,128,13,457,0,17
279,4385,1085,2,857,0,34
848,105,992,11,64,0,0
431,427,545,0,0,0,45
272,214,416,0,128,0,0
480,504,1532,0,0,0,50
842,885,1348,0,25,0,0
814,399,765,0,117,0,0
759,90,1186,0,40,0,47
716,90,1135,5,23,0,0
801,116,668,0,171,0,0
461,94,965,0,17,0,36
672,75,879,0,34,0,0
768,241,1063,0,0,0,31
1045,1196,1658,0,25,0,42
864,157,1273,0,0,0,25
488,294,1491,0,54,0,0
259,123,1350,0,81,0,0
787,923,2674,0,0,0,0
424,294,726,28,0,9,0
227,2106,700,0,0,0,13
29,2153,137,0,15,0,0
79,557,2534,0,0,0,10
413,467,2148,0,0,0,0
95,91,2207,19,0,0,0
118,82,1612,0,123,0,0
82,11,1701,9,11,0,0
176,482,2772,0,49,0,0
105,737,1897,13,31,0,14
72,316,1638,0,126,0,5
82,1007,1560,0,0,0,0
214,859,1854,0,28,0,0
650,604,1650,0,0,0,22
261,2077,730,0,17,1,0
75,1937,376,0,84,0,0
154,2051,149,0,57,0,0
10,1349,136,0,3,0,0
987,176,930,0,3,0,0
708,228,1258,0,0,0,42
1375,1081,1437,4,98,0,0
1178,694,1402,0,162,0,9
1456,1067,1333,0,49,0,11
1269,357,1181,2,24,0,11
280,2948,297,0,0,0,0
262,3409,434,24,23,0,0
586,1473,1155,8,398,0,0
122,435,751,0,15,0,120
666,631,996,18,39,0,0
839,113,488,0,0,0,0
1452,252,1069,0,61,0,0
122,931,352,0,62,0,90
645,1932,1372,5,157,0,2
177,1285,1525,0,83,0,0
122,68,1023,0,0,0,0
