Hispanic_ACS_10_14,NH_White_alone_ACS_10_14,NH_Blk_alone_ACS_10_14,NH_AIAN_alone_ACS_10_14,NH_Asian_alone_ACS_10_14,NH_NHOPI_alone_ACS_10_14,NH_SOR_alone_ACS_10_14
2715,651,58,0,44,0,0
6225,1330,778,0,0,0,0
1986,247,0,14,84,0,0
5277,556,140,0,86,0,0
1551,2048,192,6,243,0,0
1289,490,127,6,25,25,0
1904,292,5,49,0,0,0
5019,708,628,33,92,0,0
3996,1120,300,8,428,0,0
6730,381,0,0,14,17,0
3644,1475,244,0,303,0,0
2698,449,419,0,7,0,0
3976,967,1781,0,161,0,71
2763,1011,444,0,1168,0,0
3468,2967,416,0,349,0,29
2735,1406,341,0,126,0,0
5205,2506,645,14,168,0,0
2797,969,247,0,161,0,0
2716,1112,143,0,61,0,0
2928,1166,100,0,217,0,0
2417,1140,177,0,261,5,0
2393,2432,74,32,471,0,0
2144,1455,156,0,96,0,0
256,3828,0,8,381,0,0
4508,902,843,0,16,18,0
1317,2299,138,0,115,0,0
788,12,1561,0,0,0,0
1253,123,1213,0,0,0,0
2645,156,1560,0,0,0,0
1909,456,899,0,69,0,0
3311,523,1916,0,0,0,0
943,440,2573,14,0,0,0
1657,2306,375,6,47,0,0
1389,2053,44,0,168,0,12
763,1843,9,0,34,0,0
927,1729,156,6,40,0,0
3974,1211,635,0,0,0,0
754,1148,47,12,14,0,0
1142,1396,277,0,79,0,0
1211,1655,55,0,58,0,0
472,2481,17,0,22,0,0
520,29,1357,0,0,37,0
1058,9,3356,0,8,0,0
2181,780,2422,0,181,0,0
232,566,228,0,9,0,0
3781,1034,1939,0,136,0,0
1473,382,900,0,32,13,0
3107,1084,1509,0,146,0,0
3167,1716,915,0,249,0,9
6107,1240,854,0,788,0,0
4823,603,477,0,38,0,0
2662,636,2283,0,623,0,0
1319,1221,2513,0,132,0,0
706,359,449,0,109,0,0
1783,632,2289,0,510,0,0
1057,99,1565,0,0,0,0
1985,320,4164,0,83,0,0
664,250,2292,0,63,0,0
794,37,5780,0,0,0,0
6393,320,4185,0,148,0,0
3310,532,687,0,157,0,0
3020,460,1542,0,236,0,0
4843,152,573,5,347,0,0
2438,283,599,0,360,0,15
6023,467,1863,0,727,0,0
4850,533,784,12,479,0,24
5899,583,3112,2,691,0,0
2436,124,1895,0,167,0,0
2008,303,83,0,436,0,0
3922,396,938,0,466,0,0
1080,209,961,0,324,0,0
4181,1276,865,0,1731,0,67
1071,455,158,0,428,0,0
2022,4707,733,0,1111,0,0
687,346,524,13,202,0,0
3199,5470,522,0,2866,0,53
1793,648,267,0,192,0,68
3635,1409,533,0,521,0,0
1490,3136,91,12,139,0,0
1662,1311,748,0,507,29,0
3385,1974,1151,0,291,0,0
3158,2540,404,0,1189,0,0
5204,1641,895,0,435,0,0
394,1555,205,0,475,0,0
1322,3264,1707,0,951,27,0
2725,3994,2098,41,1496,0,0
1946,3671,1277,0,1189,0,0
3457,5909,2824,0,1684,0,229
1191,4302,871,12,516,0,0
2073,5087,526,0,765,0,19
3204,3970,674,13,1148,0,0
221,2160,93,0,124,0,0
6508,2147,2627,0,1146,0,0
5985,3136,3463,0,2769,0,0
2395,1592,388,0,666,0,0
1008,3079,493,38,360,0,0
5702,3158,962,0,473,0,0
3757,3506,3119,0,810,0,0
1832,2401,885,18,483,0,0
2833,2963,883,0,513,0,0
5916,4978,2340,0,1143,0,0
8617,3874,4175,15,1057,0,0
7103,3320,3129,0,630,0,33
9130,3523,4183,0,855,0,0
7150,3803,1611,37,801,0,107
3385,1860,1588,0,519,0,0
5038,2769,1100,24,515,0,23
275,2196,38,0,17,0,0
1459,2273,396,33,299,0,0
1407,2818,180,0,0,0,21
2261,4786,73,0,184,0,0
5339,5298,1283,0,450,0,295
2107,4318,2129,41,806,0,0
2955,6764,1718,0,1545,0,17
8652,4722,3725,50,1279,0,46
1196,1381,165,0,11,0,0
2107,2544,624,15,768,0,0
2327,336,2261,0,24,0,0
1402,175,2315,0,0,0,0
2219,624,4429,0,0,0,118
2982,1205,4844,0,436,0,0
6143,889,3770,0,438,73,0
1968,354,7307,38,897,0,0
2466,257,2246,0,451,0,0
3200,533,3399,0,199,0,0
1393,27,1278,0,144,0,11
3097,241,1617,0,276,0,0
1311,301,938,0,454,0,9
1474,110,2218,0,325,0,0
5127,930,1437,15,1712,0,0
2113,86,842,27,128,0,0
4211,889,3322,0,1865,0,0
1939,2325,915,0,978,55,130
1112,1080,828,63,838,0,0
1425,1567,1125,0,888,0,0
2954,1374,2276,0,1454,0,58
4337,2206,1044,0,908,7,0
2283,3578,1356,0,928,0,192
557,2215,117,0,1061,0,8
1938,3354,484,20,1371,0,27
432,3781,101,10,335,0,7
2319,1508,1833,0,367,0,0
2670,3229,2453,0,843,0,211
388,884,494,30,130,0,0
1029,1340,765,0,689,0,0
1071,3515,571,0,814,0,0
1010,1592,348,111,11,0,0
1645,2717,1050,44,618,0,0
483,2986,190,11,73,0,12
1076,2744,417,0,859,0,260
2267,2796,1161,0,604,0,92
3255,4435,1321,0,1274,28,0
1272,1559,1651,0,611,0,0
1380,3267,944,52,942,0,0
1873,4516,1107,0,620,0,0
1285,6613,580,179,454,0,19
645,4401,1317,0,303,0,0
1586,2472,1254,0,274,0,27
1161,1547,1076,0,811,0,0
1789,2044,1785,0,234,0,0
1697,1730,2473,0,286,0,0
1351,675,2913,0,65,0,89
919,2717,219,22,80,0,0
934,4354,371,9,864,0,69
1465,3414,596,36,562,0,0
1105,4556,256,0,31,31,0
1523,3924,593,103,754,0,36
944,2156,572,8,320,0,0
467,2066,35,0,20,0,27
931,5713,299,0,543,0,0
794,5213,913,257,686,0,0
740,2131,488,0,177,0,27
438,3202,26,28,458,0,86
155,1124,23,0,0,0,0
1886,5815,1005,0,1314,15,0
2375,3820,931,113,642,0,0
730,5782,254,0,75,0,0
657,2462,436,16,935,0,59
2689,11052,195,0,695,0,0
1455,8796,1188,0,1212,0,26
2161,5989,966,0,484,0,0
1153,4089,464,0,238,0,32
693,5219,112,58,251,0,42
504,3823,164,7,168,0,0
1014,5037,559,0,817,0,12
4273,8374,1587,35,1084,0,266
2812,9734,840,126,1106,0,0
2426,4342,1009,38,1008,0,102
1174,5557,170,0,257,0,0
1785,7414,600,0,1060,0,121
1653,4564,755,0,512,0,3
2077,4757,969,0,558,0,68
2358,3925,463,0,125,0,34
128,634,6,0,0,0,0
3089,9752,251,0,510,0,0
1067,3603,317,0,88,0,0
1018,1524,94,9,32,0,0
1707,5520,723,12,133,0,0
1317,3277,54,0,60,0,0
5352,11295,1008,57,1398,0,47
1276,3564,328,0,52,0,0
1153,5332,1062,20,36,0,0
1253,7992,453,58,608,0,0
2439,4067,913,21,18,0,0
0,8,0,0,0,0,0
399,51,337,0,0,0,0
364,3854,928,40,0,0,3
363,3337,645,0,15,0,0
414,2502,703,0,5,0,0
203,6072,1108,12,0,0,0
352,3089,834,0,84,0,0
1325,1666,1384,0,0,0,0
897,1112,1885,31,51,0,12
963,1012,3627,0,77,0,7
902,887,804,0,0,0,0
473,2682,1234,0,12,0,0
643,4684,214,0,6,0,0
262,3120,610,0,4,0,0
121,4757,369,0,82,0,0
603,4100,492,64,0,0,0
1518,4044,485,3,8,0,0
1162,2475,142,4,54,0,0
289,1596,59,0,0,0,3
667,1742,207,0,0,0,0
1145,3598,372,30,178,12,49
3023,1102,127,18,51,0,0
2719,3894,588,124,6,20,0
3402,2559,330,0,114,15,0
4918,3767,237,0,62,0,0
2429,1342,126,0,44,0,0
2822,6579,121,45,117,0,28
2242,5211,47,34,223,0,0
565,2463,83,0,42,0,0
464,3712,0,0,0,0,0
488,7824,144,40,118,0,0
559,5633,94,4,391,0,0
237,3454,45,0,55,0,0
349,1621,1,0,0,0,0
530,4802,2,18,0,0,108
1344,4002,0,41,59,0,13
1495,6036,196,0,24,44,24
3202,7560,109,45,89,0,12
2296,3188,237,0,51,0,0
7032,4460,753,5,153,0,35
7600,3046,506,70,14,0,28
6277,3028,353,0,81,0,0
1450,3576,152,0,78,0,0
4608,3185,852,0,0,0,0
1370,2573,5,31,9,0,0
357,5573,395,0,54,0,0
518,4187,41,71,0,0,0
911,6231,113,18,27,0,0
413,3753,256,0,0,0,0
85,2387,4,0,0,0,0
265,2748,8,44,0,0,0
409,4538,109,0,119,0,0
802,3929,0,39,0,0,0
244,4268,21,105,15,0,0
245,5005,62,24,0,0,51
67,1731,236,8,20,0,0
0,2004,76,107,0,0,0
396,1373,583,0,0,20,0
259,3484,32,0,3,12,0
2414,2429,1419,11,92,0,0
1291,3784,772,0,33,0,0
359,5556,921,27,39,0,0
6039,274,5,0,0,0,0
7009,1252,0,0,0,0,20
7505,104,6,11,0,0,0
7728,131,0,0,0,0,0
8297,732,0,0,0,0,0
5064,292,29,0,0,0,0
8224,2238,95,0,0,0,0
7663,1202,65,0,1,0,0
6602,1675,144,0,600,0,0
4510,294,0,0,0,0,0
3243,1773,0,0,0,0,0
4555,336,3,0,0,0,0
10667,308,0,0,93,0,0
7590,203,82,0,80,0,0
2382,50,0,0,0,0,0
8200,1189,1,0,216,0,0
6857,470,11,103,361,0,0
5451,45,21,0,0,0,0
3457,712,0,0,108,0,0
4285,401,104,0,0,0,0
5249,688,0,0,25,0,0
6715,1093,0,0,107,0,0
4300,933,155,23,9,0,0
2668,700,93,0,94,0,0
3731,1024,0,0,262,0,0
4573,712,8,0,220,0,10
3187,823,0,0,231,0,0
5893,398,9,0,17,0,0
2684,57,83,0,46,0,0
2135,521,13,0,246,0,0
4666,791,1,0,193,0,0
16342,245,0,0,0,0,0
8407,188,0,0,0,18,0
6186,130,0,0,0,0,0
6985,7,0,41,21,6,0
5405,295,2,0,62,0,1
4132,634,16,0,45,0,0
6662,1428,0,86,0,0,0
3685,1,0,0,0,0,0
4154,168,0,8,0,0,0
8036,647,0,22,180,0,0
12180,610,0,0,86,0,0
5056,139,0,14,0,0,0
4871,12,19,0,0,0,0
9125,217,0,0,0,0,0
8535,77,0,0,0,0,0
8963,1410,12,240,0,0,0
3784,163,2,0,0,0,0
4134,742,20,0,0,0,0
10823,349,1,0,44,0,0
6521,851,0,0,0,0,0
10233,571,0,0,0,0,0
4815,815,0,0,0,0,0
11443,215,8,0,0,0,0
3651,314,1,0,0,0,0
4962,466,43,0,69,0,0
6329,476,0,0,0,0,0
3894,270,1,0,0,0,0
5172,88,0,0,0,0,0
7703,2224,0,0,163,0,0
4119,284,45,0,0,0,0
5495,185,8,0,66,0,0
6235,149,0,0,0,0,0
5449,182,72,0,0,0,3
2186,23,0,0,0,0,0
3819,1653,0,0,112,0,0
4326,1160,0,0,0,0,0
8812,380,0,0,0,0,0
3974,723,0,0,0,0,0
4313,156,0,0,0,0,0
7995,147,0,0,0,0,0
6261,205,9,0,0,0,0
5327,98,32,0,0,0,0
7747,173,0,0,37,0,0
9047,619,133,0,100,0,0
8888,230,0,0,0,0,0
8471,1875,36,0,413,0,0
6631,1983,17,75,733,0,0
9905,128,0,0,0,0,0
2747,689,677,9,25,0,0
8330,382,40,34,0,0,0
7899,517,0,0,0,0,0
9673,400,0,0,0,0,0
8368,359,34,0,0,0,0
4709,138,16,0,0,0,0
8137,414,0,0,138,0,0
7609,740,158,0,413,0,0
8890,1469,438,25,1173,0,0
3827,214,88,0,26,0,0
7971,693,0,0,352,0,0
15232,1285,267,0,94,0,0
9156,740,0,22,0,0,0
10481,1198,48,0,303,0,0
4152,477,5,0,16,0,0
5795,61,105,0,0,0,0
6330,183,0,0,0,0,0
9950,135,0,0,160,0,0
4514,275,0,0,0,0,0
14259,132,0,0,13,0,0
6431,178,0,11,0,0,0
8980,81,0,0,0,0,0
14841,238,0,0,0,0,0
4521,2131,0,12,34,0,0
4060,333,0,0,0,0,0
7184,135,0,0,0,0,0
1063,191,0,0,36,0,8
791,88,0,0,0,0,0
9247,169,0,0,56,0,0
5812,20,0,0,0,0,0
3920,125,0,0,0,0,0
8333,162,0,0,0,0,0
7650,123,0,0,0,0,0
0,0,0,0,0,0,0
671,2743,324,28,42,0,0
237,3738,0,10,30,0,0
164,1682,4,0,20,0,0
612,5307,81,41,0,0,0
127,1132,21,0,0,0,0
336,1648,2,0,0,0,0
1156,2211,272,23,0,0,0
1397,439,417,0,0,0,0
813,290,549,0,19,0,0
798,2931,134,5,23,0,0
379,3262,611,25,0,0,0
723,772,52,3,11,0,0
1206,3118,7,7,0,0,2
2246,1955,107,13,19,0,0
3669,1039,292,0,15,5,58
1502,2855,288,51,40,0,0
491,891,15,6,0,0,1
699,797,0,5,0,0,0
569,3437,158,45,12,0,0
262,2372,64,0,0,0,0
814,5314,92,110,0,0,0
274,3518,15,48,30,0,0
280,5841,1,0,76,0,0
1649,3974,0,52,0,0,0
602,6933,15,0,46,0,0
391,4857,0,25,0,0,0
579,5167,48,20,40,0,17
325,3638,2,73,48,0,0
332,2791,26,4,3,0,4
346,4208,20,0,9,0,0
982,4102,78,6,38,0,4
962,2348,616,0,37,0,0
647,2734,176,3,6,0,10
501,2080,422,39,3,8,0
419,2752,926,102,39,0,0
909,3212,127,26,89,6,0
485,2317,58,0,18,0,0
339,4216,702,4,15,0,0
176,970,267,0,0,0,7
170,1327,1092,0,5,0,15
605,841,1846,0,0,0,0
395,3022,566,0,9,0,0
70,1288,305,0,0,0,0
659,2701,1218,0,13,0,0
642,1518,32,0,0,0,0
462,1520,0,4,0,0,0
1276,506,101,17,1,0,0
1292,1880,278,41,0,0,0
1628,1460,165,6,89,0,0
944,3119,188,40,35,0,0
1771,1467,187,0,0,0,0
859,2874,204,0,181,77,0
4269,1431,659,57,18,18,10
853,2885,16,5,0,0,0
2634,671,23,0,16,0,0
275,2147,215,7,252,0,0
383,1973,322,25,0,0,0
545,3149,49,3,6,3,4
1360,3004,710,34,26,0,0
503,2316,701,55,28,0,0
689,1907,1020,61,172,0,0
421,4645,229,15,25,0,0
1958,825,815,0,6,0,0
1651,2167,879,36,7,0,0
735,2668,597,7,194,0,0
209,6235,364,0,75,0,0
471,3547,571,0,184,0,15
597,5000,348,0,33,0,0
1104,6096,335,27,6,0,0
111,2709,0,62,0,0,0
668,4209,57,69,23,0,0
340,3918,114,3,1,0,2
357,5232,18,25,0,0,26
61,2843,34,22,7,0,0
360,2008,15,24,1,0,0
230,4840,17,29,12,9,0
1780,1928,226,17,10,0,0
485,1110,55,3,15,0,16
280,346,28,9,2,0,0
727,3079,74,106,23,22,0
820,2629,120,64,41,0,0
437,1136,0,0,0,0,0
385,1983,301,13,5,0,0
803,2318,51,11,8,0,0
177,2812,2,14,0,0,0
1360,3880,111,0,0,0,0
1377,1681,746,0,0,9,7
1606,3223,136,0,0,0,0
69,4855,624,38,0,0,0
493,1184,1405,5,0,0,0
587,1003,2082,76,26,0,0
581,4163,725,7,52,0,105
120,3579,559,0,0,0,0
258,1424,422,24,0,0,0
103,8049,14,8,31,7,0
12,2598,81,0,70,0,0
852,1363,3,28,30,3,0
688,2576,2371,43,0,5,11
190,617,1179,0,86,0,0
125,231,2580,0,11,0,0
547,1084,3077,6,29,0,0
542,4657,1016,37,572,0,0
1220,3659,1965,15,238,0,0
496,2924,443,0,234,0,0
208,1333,1007,0,171,0,188
336,2780,2085,0,422,0,0
159,1515,748,0,135,0,38
506,3446,1162,0,148,0,0
179,2581,1209,21,49,8,0
622,767,844,0,15,0,0
1532,242,4097,0,0,0,0
288,96,3038,0,0,0,0
337,147,1623,0,0,0,0
291,1036,865,0,33,0,0
864,730,1061,17,54,0,0
698,2112,2038,0,89,0,0
457,1229,1286,0,247,0,0
408,1634,897,63,258,0,0
48,190,1568,0,0,0,0
1134,465,1010,0,303,0,0
727,322,978,0,222,0,0
359,204,2852,0,0,0,0
83,191,2594,9,0,0,0
242,45,2822,0,0,0,0
646,399,1771,0,51,0,0
882,644,2515,6,0,0,12
442,1076,3891,0,442,41,0
9,83,866,0,0,0,0
113,203,1004,2,0,0,0
804,436,1125,14,595,0,0
2302,739,726,0,184,0,0
11,90,1580,0,0,0,0
49,63,996,0,0,5,0
63,160,1140,0,6,0,0
518,139,920,0,0,0,0
1749,444,1059,9,158,0,0
1322,919,1105,0,477,0,0
1903,306,543,57,121,0,0
701,506,430,1,190,0,0
64,969,1837,13,23,0,7
958,1725,2571,15,565,0,0
878,1613,1017,0,938,0,26
1325,2124,266,25,85,0,0
1845,293,379,0,231,0,0
699,629,769,0,42,0,0
1551,802,472,0,39,0,0
289,2451,131,0,150,0,0
1556,1624,692,3,193,0,0
1088,4162,1,16,39,11,0
317,2791,75,0,35,0,0
308,4288,84,63,52,0,0
78,2853,214,31,144,0,0
715,3486,160,0,311,0,0
709,4042,159,0,64,0,0
349,3123,60,0,0,0,0
551,3951,43,26,0,0,0
440,2099,52,0,43,0,0
840,6260,708,0,149,0,0
1162,1132,1235,0,3,0,0
445,465,764,0,37,0,0
1905,1196,2037,119,59,0,37
230,2140,0,0,17,0,0
250,2884,733,9,111,46,0
1142,5403,1293,19,23,0,0
243,2191,65,8,0,0,0
226,1511,22,1,0,1,0
586,169,781,0,0,0,0
98,121,1474,0,0,0,0
17,19,0,0,101,0,0
0,0,0,0,0,0,0
2749,141,0,0,0,0,0
2143,87,109,0,0,0,0
5400,3874,113,0,0,0,0
6529,1061,38,10,2,0,0
5228,1314,21,3,121,0,0
3151,638,72,0,13,0,0
5297,456,3,0,12,0,0
4250,146,27,4,0,0,0
2922,469,0,5,0,0,0
569,3470,0,39,0,0,0
1687,8628,406,64,96,0,0
425,3469,73,0,0,0,0
678,5742,194,34,51,0,0
528,5212,0,8,0,0,0
420,3986,29,0,18,0,0
1126,4541,0,135,0,0,0
1129,3842,136,36,10,0,0
804,3307,71,73,0,0,0
493,4127,77,0,0,0,0
346,3442,270,8,42,0,0
656,3832,101,32,0,0,10
1494,2088,178,34,0,104,0
1772,2916,350,0,56,9,0
642,4961,1,0,106,0,0
652,5146,35,0,0,0,0
4114,4252,70,0,14,0,0
1952,4344,467,140,385,0,0
483,5650,26,23,105,0,0
1584,5179,213,0,33,0,0
450,6173,100,0,0,0,0
585,5915,3,10,0,0,0
282,1545,0,0,0,0,32
1211,2916,10,0,79,22,0
1886,2389,195,16,0,0,0
1490,1274,466,0,0,0,0
663,3658,118,6,68,467,0
1232,3754,63,61,40,0,0
286,1058,71,23,12,0,0
2456,1782,2156,34,42,0,8
853,1241,75,0,0,0,4
453,1661,108,0,0,0,0
858,2077,354,0,0,0,0
342,3770,48,22,0,0,0
243,2010,0,0,0,0,2
2441,1260,161,0,17,0,0
3990,2099,1092,61,58,0,0
915,507,9,0,0,0,0
1660,4116,346,0,114,0,0
789,6218,1404,81,0,62,0
1666,2783,787,0,78,0,14
832,4685,382,0,4,252,8
1872,7432,805,0,62,0,27
1072,1848,612,34,65,0,8
2886,3938,380,159,71,0,0
963,1078,2870,0,65,0,0
1382,4541,494,0,212,0,0
781,3647,255,0,19,0,0
452,2298,45,0,6,0,0
1133,4267,219,43,0,0,0
635,8394,289,12,25,0,0
764,621,189,0,0,0,0
1146,2806,325,0,0,0,0
458,2461,82,49,38,0,0
389,4454,60,9,35,0,0
664,8067,374,137,0,0,0
2084,4365,0,0,80,0,0
826,4443,4,0,0,0,0
732,3598,33,0,17,0,0
1529,6012,19,21,0,26,0
828,5481,12,0,80,0,0
1718,3416,148,0,35,0,32
385,142,0,0,1,0,0
0,0,0,0,0,0,0
125,731,1,1,0,0,0
895,4789,18,0,50,9,0
307,3203,0,0,0,0,11
1343,3105,0,0,12,0,0
1299,5510,49,54,0,0,0
746,1265,0,0,38,0,0
1083,3796,194,15,109,0,0
1924,2513,230,28,132,0,0
3301,4552,214,27,14,0,0
558,4332,122,0,58,0,0
969,2419,13,7,19,0,0
464,1827,0,0,0,0,0
608,1590,1,16,0,0,0
64,226,0,0,0,0,0
2215,1336,35,12,0,0,0
3255,1843,52,0,29,0,11
4626,544,38,0,43,0,0
5082,1511,522,10,297,0,0
5066,1612,256,0,74,0,0
4797,1671,414,0,240,0,0
0,0,0,0,0,0,0
480,1273,58,3,2,0,0
731,1026,194,0,0,1,0
525,4226,72,17,0,0,0
246,4421,111,28,0,0,0
319,2714,214,4,33,0,0
561,4525,266,7,4,58,0
119,2598,699,38,32,0,0
587,5585,174,9,94,24,0
135,1438,1807,8,24,0,0
19,1305,471,50,0,0,0
160,2135,720,5,50,0,0
231,2220,939,8,16,0,0
228,3721,205,4,132,0,0
321,2607,584,15,4,0,0
1523,766,6,0,14,0,0
761,741,30,0,0,0,0
1320,1150,66,0,0,0,0
2328,913,285,48,6,0,0
1432,2205,198,0,0,0,0
622,2004,26,0,19,0,0
760,5470,384,47,15,0,0
328,2390,49,13,38,0,0
1204,2153,252,0,18,10,28
753,2823,94,16,15,0,0
5968,1004,82,0,0,0,0
168,3441,147,0,51,0,0
434,2719,429,0,8,0,0
426,2208,36,0,0,0,0
298,2760,253,0,4,0,0
697,2384,77,1,0,0,0
1287,1094,422,0,0,0,0
454,4240,265,0,0,0,0
500,1782,621,0,55,0,0
205,2358,96,0,0,0,0
2630,2344,938,26,7,0,0
1640,5175,622,63,2,0,5
347,3659,143,0,0,0,0
332,4097,519,10,19,0,7
1583,2822,229,6,29,0,10
358,1225,1333,0,0,0,0
3185,6840,133,0,23,0,0
616,5902,53,0,17,0,0
122,1990,119,18,0,0,0
343,2317,96,40,0,0,0
312,2338,46,0,81,0,0
970,7341,567,0,113,0,0
1555,3144,1830,11,8,29,9
2500,2868,496,34,202,0,0
547,4398,269,0,27,0,0
995,3955,1099,17,0,0,4
40,2729,117,25,0,0,0
1741,4161,1851,0,0,0,15
552,1214,303,17,0,0,0
413,2594,1081,0,9,0,0
891,894,864,0,21,0,0
507,456,628,0,0,0,0
818,738,492,0,0,4,0
1206,4006,672,5,48,9,0
148,1447,4,0,51,0,0
185,2935,110,8,2,0,0
775,1240,3,32,16,4,3
145,1121,3,14,6,0,10
2053,2162,426,16,58,0,0
1150,791,7,0,75,0,0
642,2073,18,0,0,0,0
421,1744,0,28,0,0,0
131,2056,0,0,0,0,0
474,3089,5,12,0,0,1
62,1675,7,0,0,0,0
82,3388,127,11,0,0,0
922,5408,235,0,0,0,0
57,1380,70,0,0,0,0
30,37,0,11,0,0,0
1682,627,104,13,0,0,0
985,829,141,0,6,0,0
1810,164,60,0,12,0,4
1512,1321,235,47,497,6,0
4875,1196,251,0,369,11,0
1321,2822,231,0,161,6,0
838,2754,190,8,91,0,0
1999,4975,326,0,342,0,0
4152,5280,817,0,446,0,0
1469,5531,441,20,306,4,0
275,2422,247,23,73,0,0
185,658,0,2,0,0,26
319,1241,588,0,204,0,0
851,223,67,0,27,0,0
2069,259,1997,9,0,0,7
1633,295,1298,0,8,0,8
559,60,2004,0,0,0,0
2870,366,73,12,68,0,15
2620,2623,223,23,62,0,0
388,1749,11,0,14,0,0
281,1566,4,0,0,0,0
361,1717,90,0,73,0,0
1166,2001,263,0,42,0,0
1035,3497,532,27,26,0,0
822,5167,168,12,205,35,0
1787,2993,348,0,94,0,89
839,3332,115,7,65,0,0
772,1503,225,7,87,0,0
1907,2147,499,0,0,0,0
2210,3181,490,5,78,0,0
1619,3274,474,84,0,0,0
597,3229,48,62,53,0,39
1443,2661,647,0,36,0,0
805,4052,318,0,11,0,0
199,1214,11,5,29,0,0
609,1449,50,0,16,0,0
1291,1405,289,0,132,0,0
2064,3770,30,0,50,0,0
780,1930,118,0,55,0,0
2435,2364,318,0,85,0,0
1188,1676,190,0,0,0,0
2965,1594,516,0,0,8,16
3260,1041,455,0,98,0,0
4867,804,764,83,0,30,10
1294,718,296,32,17,0,0
270,1419,19,0,0,0,0
934,1367,15,0,66,42,0
4349,3697,403,23,51,0,0
465,2981,17,0,0,0,0
908,1725,0,6,27,0,0
825,989,144,0,58,0,0
1135,4517,89,30,56,0,0
1068,1778,137,0,0,0,0
1373,2877,23,18,111,0,0
574,3715,1,0,236,0,2
690,5995,172,14,515,0,0
1864,6852,88,73,78,0,0
172,2732,17,0,223,0,0
520,3101,32,18,58,0,0
1341,2992,245,24,23,0,13
1114,2983,37,27,78,0,0
2911,4712,695,37,0,0,0
118,2331,28,3,104,0,0
212,2350,13,0,9,0,0
1221,2796,141,0,47,0,0
2767,2474,749,0,21,0,0
791,3052,91,1,10,0,0
0,0,0,0,0,0,0
715,1181,1,34,0,0,0
1210,1180,67,74,0,0,0
796,533,0,0,5,2,0
1902,3353,104,0,0,0,0
421,1094,0,0,0,0,0
204,994,4,0,0,0,0
731,1243,215,14,15,5,4
412,2193,367,0,239,0,0
390,3022,401,0,228,0,25
1686,2599,1034,198,317,0,0
4437,578,271,4,0,0,0
1675,1199,487,0,19,0,0
1432,810,560,16,24,0,0
2399,1876,850,52,42,0,0
1783,373,741,0,0,8,0
3475,996,1414,0,56,0,0
1367,139,1328,0,21,0,0
1156,490,610,0,5,0,5
913,1437,5239,6,217,0,0
203,205,1733,0,0,0,0
2345,2184,939,23,0,0,136
1665,2409,1353,0,0,0,0
836,1073,676,0,30,0,5
861,1862,1272,19,222,13,0
455,3084,18,6,0,0,0
2317,1561,1276,0,54,0,0
1174,2089,1703,6,22,0,0
1407,2347,549,6,0,0,0
1206,2487,818,0,9,0,0
503,4659,518,0,30,0,0
386,2947,37,0,0,0,0
1097,4255,446,13,32,0,0
2044,1169,833,0,0,0,0
349,2946,342,0,181,0,0
484,3428,35,10,86,0,0
863,2326,532,8,63,0,0
1479,2015,1459,5,59,0,0
172,1151,238,0,21,0,0
675,5055,138,0,23,0,0
329,3468,31,8,0,0,0
435,1911,774,29,0,0,0
236,2063,75,28,4,0,0
694,2240,248,0,0,0,0
736,4535,91,15,0,0,0
1439,7008,872,125,461,0,0
1410,5784,811,27,376,0,0
946,5159,482,0,300,0,0
681,6251,0,21,32,9,17
1260,4310,261,5,65,0,0
1697,5995,589,0,0,0,0
261,4637,36,14,0,0,0
446,5080,8,0,0,0,0
1059,6483,378,24,24,0,0
278,3515,226,1,0,0,0
267,2834,75,0,17,0,0
3999,1827,804,2,49,0,0
0,0,0,0,0,0,0
367,279,0,0,0,0,0
1497,1609,1599,6,14,7,0
200,1441,34,0,0,0,0
74,2109,11,10,10,0,0
1118,2728,950,0,0,0,0
94,1674,518,8,0,0,0
73,2090,772,11,148,0,0
159,2345,91,27,0,0,0
52,1250,958,0,9,0,0
304,1140,0,0,0,12,0
2036,1453,118,25,0,0,0
723,1150,0,10,123,0,0
258,1792,0,0,5,0,0
1774,797,370,0,3,0,0
2988,3757,309,17,0,0,0
323,801,187,0,0,0,0
1679,2219,42,7,0,76,0
1662,1469,1060,23,109,0,0
142,490,167,17,0,0,0
575,883,870,0,26,0,0
474,2164,462,11,0,0,0
2872,2009,31,0,623,0,0
1943,2469,136,0,0,0,0
0,0,0,0,0,0,0
6097,21,0,452,0,0,0
4241,110,0,0,0,0,0
9262,95,0,0,0,0,0
6958,499,28,0,82,0,0
3427,94,7,0,0,0,0
6033,189,0,0,0,0,0
2579,66,6,0,0,0,0
5304,48,1,0,0,0,0
9296,600,0,190,0,0,0
3731,3202,8,0,0,0,0
2620,5051,111,60,200,0,15
684,1124,0,12,0,0,0
4335,3488,789,10,1,0,0
3829,1285,0,0,0,0,0
1651,2270,22,0,12,0,0
3115,1941,29,36,0,0,0
3709,2996,21,22,10,0,0
817,1283,23,6,0,0,0
3415,791,2096,0,14,0,0
1380,3137,87,0,20,6,0
1190,3733,640,10,237,0,0
700,3434,1,50,0,0,0
794,2642,102,19,224,0,0
601,3606,339,0,139,0,0
1237,1815,69,41,20,0,0
2044,2575,198,0,46,0,0
1790,3162,172,0,0,0,0
1511,2181,309,86,0,0,0
3557,1774,260,36,0,0,0
4812,2483,292,0,227,0,0
3141,2853,186,0,52,0,0
4002,511,323,23,9,0,0
