HouseHoldId,Tot_Housing_Units_ACS_10_14,Single_Unit_ACS_10_14,MLT_U2_9_STRC_ACS_10_14,MLT_U10p_ACS_10_14,Mobile_Homes_ACS_10_14
15494,1165,941,28,116,80
15495,1668,1592,29,43,4
15496,1800,56,211,1506,6
15497,1312,1007,162,113,30
15498,588,432,40,113,3
15499,1810,1475,140,195,0
15500,2339,1959,73,272,0
15501,1873,1755,33,0,85
15502,1304,1076,147,75,6
15503,2283,331,529,1411,12
15504,1235,325,253,605,52
15505,1821,1514,171,125,11
15506,1240,487,63,690,0
15507,2283,1456,407,230,190
15508,2084,383,384,1063,254
15509,3578,1817,911,741,109
15510,1919,434,659,826,0
15511,1306,717,270,319,0
15512,1273,1197,35,41,0
15513,1727,981,130,226,338
15514,1636,397,388,648,203
15515,2006,1685,0,271,50
15516,1851,1469,163,91,128
15517,485,468,17,0,0
15518,2500,2484,16,0,0
15519,1373,1082,28,223,40
15520,1894,1883,0,11,0
15521,1627,1618,0,9,0
15522,1618,671,183,719,45
15523,1580,1206,165,203,6
15524,1346,1192,0,0,154
15525,2143,1935,24,184,0
15526,2302,1619,21,46,616
15527,3475,2864,32,489,90
15528,3568,2646,18,464,440
15529,1661,1277,255,129,0
15530,1608,1050,320,227,11
15531,2128,1968,110,50,0
15532,1137,183,432,514,8
15533,3020,2810,77,42,91
15534,2633,2137,285,211,0
15535,1685,264,328,1047,46
15536,1484,1251,196,30,7
15537,1410,1120,112,178,0
15538,1301,1244,49,0,8
15539,2115,1543,189,383,0
15540,1016,1004,0,0,12
15541,1589,1589,0,0,0
15542,1085,1051,0,15,19
15543,1515,1487,12,9,7
15544,1141,1093,11,37,0
15545,2155,1567,147,432,9
15546,868,732,55,41,40
15547,1552,692,293,567,0
15548,1568,1005,304,259,0
15549,1051,883,49,119,0
15550,1422,497,239,680,6
15551,1880,655,234,983,8
15552,2632,535,428,1669,0
15553,3632,1420,355,1776,66
15554,2485,619,447,1419,0
15555,1156,1100,15,41,0
15556,1054,933,45,0,76
15557,3042,2121,95,423,403
15558,2511,2381,54,76,0
15559,3190,1729,120,1341,0
15560,1272,361,253,658,0
15561,1257,194,101,962,0
15562,2444,1680,314,439,11
15563,4686,2379,307,1937,63
15564,2485,1038,488,959,0
15565,717,570,0,147,0
15566,1563,1416,0,140,7
15567,1984,1330,174,480,0
15568,1483,1452,0,31,0
15569,2561,2561,0,0,0
15570,548,541,7,0,0
15571,3131,1710,730,691,0
15572,1008,1008,0,0,0
15573,2801,2046,413,342,0
15574,2115,2115,0,0,0
15575,2189,323,749,1084,33
15576,3689,1119,784,1786,0
15577,1840,250,445,1127,18
15578,1859,198,544,1117,0
15579,2751,1315,333,1103,0
15580,2886,914,762,1210,0
15581,1638,71,538,1029,0
15582,2315,1790,0,525,0
15583,2918,1791,452,675,0
15584,2220,1028,297,895,0
15585,2154,1944,58,90,62
15586,1289,1014,143,74,58
15587,772,525,68,33,125
15588,2356,2332,24,0,0
15589,1255,1032,68,155,0
15590,1458,1171,84,43,131
15591,1626,595,154,679,188
15592,2447,1032,592,338,485
15593,1225,729,182,206,108
15594,2514,1934,185,395,0
15595,1929,1621,186,86,36
15596,2888,2888,0,0,0
15597,2112,1966,33,113,0
15598,2654,1705,371,349,229
15599,1660,1570,73,13,4
15600,1647,1647,0,0,0
15601,1570,1405,0,0,165
15602,1708,1379,201,128,0
15603,1432,1259,35,138,0
15604,1199,989,80,108,22
15605,5037,4594,0,443,0
15606,2791,2574,27,172,18
15607,2090,2038,52,0,0
15608,2101,1597,23,453,28
15609,2439,1854,46,516,23
15610,1594,1268,31,295,0
15611,2899,2514,175,210,0
15612,899,893,0,0,6
15613,2144,1371,285,488,0
15614,3224,1636,330,1258,0
15615,2183,898,107,1178,0
15616,2877,887,767,1209,14
15617,1693,435,144,1114,0
15618,2399,1408,688,303,0
15619,1624,1064,201,359,0
15620,2862,1369,664,774,55
15621,2726,299,98,2329,0
15622,2632,689,724,1219,0
15623,1739,271,370,1098,0
15624,2391,853,811,727,0
15625,1685,515,472,698,0
15626,3447,524,442,2440,41
15627,1773,918,153,702,0
15628,805,651,42,112,0
15629,2711,324,117,2270,0
15630,1393,906,7,470,10
15631,4132,857,313,2962,0
15632,2914,440,117,2357,0
15633,1285,1086,97,102,0
15634,2025,88,137,1800,0
15635,3058,941,238,1879,0
15636,2365,1069,505,791,0
15637,1491,1202,227,62,0
15638,0,0,0,0,0
15639,2559,1709,361,454,35
15640,2693,2625,27,22,19
15641,1682,1682,0,0,0
15642,654,459,4,191,0
15643,1420,1413,0,0,7
15644,1392,1095,41,256,0
15645,1779,1745,25,0,9
15646,2302,686,78,1538,0
15647,1845,972,103,770,0
15648,1221,1120,25,48,28
15649,1843,92,243,1508,0
15650,2258,245,63,1939,11
15651,3597,2275,377,894,51
15652,1624,410,313,901,0
15653,1060,867,20,173,0
15654,1725,1142,65,511,7
15655,1616,1429,76,111,0
15656,1453,212,411,830,0
15657,1045,839,98,108,0
15658,1290,1282,0,8,0
15659,1013,999,5,9,0
15660,2318,2318,0,0,0
15661,1041,1023,8,10,0
15662,1683,110,184,1389,0
15663,1781,14,114,1653,0
15664,1854,68,72,1714,0
15665,1712,12,85,1596,0
15666,2616,231,501,1884,0
15667,1423,53,128,1242,0
15668,1625,104,116,1347,58
15669,1421,337,142,942,0
15670,3007,275,338,2394,0
15671,2413,369,147,1877,20
15672,1961,1205,205,551,0
15673,2843,740,357,1746,0
15674,1145,1105,0,7,33
15675,1062,1015,0,47,0
15676,2077,1806,79,192,0
15677,2759,277,912,1570,0
15678,3013,755,365,1893,0
15679,1001,810,156,35,0
15680,1957,421,596,940,0
15681,2200,811,399,990,0
15682,2758,743,718,1297,0
15683,2705,1716,323,655,0
15684,1721,1071,136,498,16
15685,1154,1143,0,11,0
15686,1679,618,268,764,29
15687,2067,579,169,1319,0
15688,2413,377,318,1718,0
15689,1191,73,317,801,0
15690,1081,962,77,24,18
15691,3291,355,389,2547,0
15692,2100,962,293,836,9
15693,2483,1043,78,1362,0
15694,1904,1115,129,660,0
15695,1427,1146,82,199,0
15696,745,745,0,0,0
15697,2215,1996,0,130,89
15698,3518,1059,299,2152,8
15699,775,214,223,338,0
15700,1529,1509,20,0,0
15701,1217,1217,0,0,0
15702,1041,523,280,227,11
15703,1286,1286,0,0,0
15704,1726,909,24,793,0
15705,2350,1453,10,887,0
15706,2810,2247,268,295,0
15707,2652,2044,152,456,0
15708,2371,590,472,1309,0
15709,2309,526,299,1468,16
15710,2527,95,481,1900,51
15711,2814,653,482,1679,0
15712,2910,437,512,1961,0
15713,2002,1421,94,479,8
15714,1489,261,209,1019,0
15715,2381,674,315,1377,15
15716,2769,1009,498,1262,0
15717,1993,869,311,813,0
15718,1783,1204,109,470,0
15719,2478,1456,124,898,0
15720,1823,544,72,1184,23
15721,2962,94,70,2798,0
15722,3003,95,147,2761,0
15723,2098,875,150,1073,0
15724,2810,164,236,2410,0
15725,2618,497,237,1884,0
15726,2152,823,255,1074,0
15727,3634,151,978,2464,41
15728,3330,462,679,2189,0
15729,2754,931,542,1281,0
15730,934,431,158,341,4
15731,2643,272,130,2220,21
15732,1587,441,196,950,0
15733,2364,378,596,1382,8
15734,2744,197,367,2180,0
15735,1241,236,310,663,32
15736,2565,433,405,1727,0
15737,2014,79,351,1571,13
15738,1876,59,323,1494,0
15739,2111,44,492,1575,0
15740,1376,30,276,1070,0
15741,2134,969,66,1099,0
15742,1439,968,149,322,0
15743,1773,1707,66,0,0
15744,1888,474,505,909,0
15745,2136,127,454,1555,0
15746,3122,170,626,2326,0
15747,3030,56,326,2648,0
15748,2698,1695,127,876,0
15749,798,618,103,57,20
15750,1721,1545,78,86,12
15751,3140,1506,854,780,0
15752,2319,992,608,719,0
15753,1305,1183,109,13,0
15754,1918,987,432,499,0
15755,2387,2328,27,32,0
15756,1201,212,269,700,20
15757,3494,989,756,1719,30
15758,1223,919,151,153,0
15759,2640,716,387,1537,0
15760,2666,333,925,1395,13
15761,2201,1385,453,363,0
15762,1264,1165,0,99,0
15763,3279,2024,733,522,0
15764,1885,924,159,802,0
15765,2750,429,873,1387,61
15766,2559,441,379,1739,0
15767,3361,582,672,2107,0
15768,2808,1839,99,870,0
15769,3250,1429,312,1509,0
15770,1700,955,275,470,0
15771,2063,1258,273,532,0
15772,3658,1049,554,2002,53
15773,897,888,0,0,9
15774,4004,704,934,2366,0
15775,5124,1079,897,3118,0
15776,3259,131,420,2708,0
15777,1770,121,250,1399,0
15778,756,675,29,52,0
15779,2751,1973,186,592,0
15780,2944,1327,222,1366,29
15781,2681,743,529,1409,0
15782,3498,2467,117,914,0
15783,2071,1681,208,182,0
15784,1964,952,186,826,0
15785,1310,1010,205,85,10
15786,2277,1927,108,227,15
15787,1729,362,423,935,0
15788,2956,510,920,1490,36
15789,1365,37,354,974,0
15790,1137,628,159,350,0
15791,2868,1420,568,880,0
15792,1679,423,295,939,22
15793,2211,1330,326,529,26
15794,1178,1091,60,27,0
15795,762,531,16,215,0
15796,2584,1527,185,872,0
15797,2882,1863,302,717,0
15798,1146,900,130,116,0
15799,2986,2068,219,504,195
15800,1466,1442,0,0,24
15801,1126,789,86,251,0
15802,1210,1179,31,0,0
15803,4769,1518,261,2990,0
15804,2332,2144,166,22,0
15805,306,18,62,223,3
15806,2994,2974,20,0,0
15807,789,765,0,6,12
15808,2175,736,219,1220,0
15809,2487,2298,93,96,0
15810,2915,2125,144,646,0
15811,3604,2975,134,495,0
15812,1044,654,28,362,0
15813,2559,2275,68,216,0
15814,1069,1059,0,10,0
15815,1594,1560,10,0,24
15816,1709,574,198,930,7
15817,1074,747,88,239,0
15818,3619,1238,350,2031,0
15819,2808,2094,383,331,0
15820,2230,1404,273,553,0
15821,1491,1122,164,188,17
15822,2340,1920,81,307,32
15823,2345,1057,124,1164,0
15824,4303,2793,114,1396,0
15825,3159,2091,47,975,0
15826,1527,876,183,468,0
15827,2437,1043,267,1127,0
15828,1553,947,152,454,0
15829,2350,1915,94,302,39
15830,2106,1521,235,321,29
15831,2191,1505,407,279,0
15832,1636,1394,111,116,0
15833,3290,2850,264,151,25
15834,1749,1243,288,189,29
15835,943,593,24,326,0
15836,1579,858,223,498,0
15837,1981,793,354,708,126
15838,1161,439,77,645,0
15839,2915,1243,450,967,255
15840,842,265,110,456,0
15841,2109,888,481,740,0
15842,1410,1029,229,152,0
15843,784,289,155,340,0
15844,744,234,171,339,0
15845,2390,615,442,1299,34
15846,1892,1117,179,488,108
15847,2312,650,252,1384,26
15848,1975,1421,132,422,0
15849,1032,1001,0,0,31
15850,3208,378,1215,1595,20
15851,1974,1520,31,376,47
15852,2576,1759,278,521,18
15853,2180,701,253,1149,77
15854,2758,1153,687,918,0
15855,1396,849,305,242,0
15856,1366,658,179,529,0
15857,1629,566,360,703,0
15858,1492,460,257,761,14
15859,2265,1211,305,749,0
15860,1359,972,91,296,0
15861,1703,1685,0,18,0
15862,2731,536,470,1693,32
15863,1712,1394,107,198,13
15864,1169,1006,133,16,14
15865,1073,888,39,133,13
15866,1897,1013,132,723,8
15867,1272,597,94,388,193
15868,1856,922,437,321,176
15869,1690,1489,56,145,0
15870,1765,1292,10,353,110
15871,1711,1439,24,200,40
15872,1304,1277,0,27,0
15873,1598,1143,277,178,0
15874,2480,560,635,1285,0
15875,1044,754,142,148,0
15876,1346,1126,143,77,0
15877,1286,1062,9,169,46
15878,1343,1305,0,28,0
15879,872,786,47,33,6
15880,1740,1393,177,170,0
15881,3469,349,800,2265,55
15882,440,440,0,0,0
15883,2757,799,889,1069,0
15884,1491,163,595,733,0
15885,2878,621,826,1431,0
15886,2070,1698,0,344,28
15887,2726,2697,0,0,29
15888,1552,1482,63,0,7
15889,2551,1516,615,378,19
15890,2031,1460,354,191,19
15891,702,495,151,43,13
15892,1654,1072,217,365,0
15893,1129,293,204,588,44
15894,2388,1713,340,335,0
15895,1663,926,212,525,0
15896,2326,1395,452,430,13
15897,2949,2714,45,0,190
15898,1336,1328,0,8,0
15899,1796,985,211,573,27
15900,1884,636,344,904,0
15901,885,875,0,10,0
15902,2526,1981,0,19,526
15903,1654,1087,19,0,548
15904,2639,2590,49,0,0
15905,1742,327,482,933,0
15906,1022,356,143,282,241
15907,1517,1461,56,0,0
15908,765,628,83,54,0
15909,2227,1957,0,49,221
15910,817,333,97,123,264
15911,3872,2602,115,1136,19
15912,630,160,31,260,179
15913,4024,3448,0,292,245
15914,1028,650,140,238,0
15915,2627,585,494,1548,0
15916,1906,1897,9,0,0
15917,1529,1460,69,0,0
15918,2353,1492,369,492,0
15919,2317,2007,0,0,310
15920,2642,1874,50,586,86
15921,1030,777,37,216,0
15922,3268,1279,811,1129,49
15923,4142,2177,358,1607,0
15924,2699,2561,14,124,0
15925,4362,4097,0,265,0
15926,2333,2303,0,0,30
15927,3011,2722,43,246,0
15928,2954,2637,0,267,50
15929,1013,1004,9,0,0
15930,3597,2837,117,643,0
15931,4659,3798,458,403,0
15932,1635,1635,0,0,0
15933,1744,1744,0,0,0
15934,3126,2521,208,397,0
15935,4552,1551,728,2273,0
15936,2393,996,188,1209,0
15937,2195,1944,34,196,21
15938,4674,4659,15,0,0
15939,5428,5114,174,140,0
15940,4352,4268,0,0,84
15941,5119,5011,22,0,86
15942,3796,3316,34,0,446
15943,2209,1743,147,319,0
15944,3229,2055,547,589,38
15945,1086,835,7,244,0
15946,1502,1453,0,0,49
15947,1629,1515,0,46,68
15948,2444,2102,139,20,183
15949,4254,3728,15,335,176
15950,2724,2701,23,0,0
15951,4569,3925,32,604,8
15952,5635,5453,0,182,0
15953,756,483,0,0,273
15954,2785,1379,471,935,0
15955,2236,25,440,1535,236
15956,1847,130,393,1324,0
15957,3595,92,553,2853,97
15958,4556,1449,834,2236,0
15959,4598,1787,432,2069,310
15960,4149,2146,381,1549,73
15961,1793,1205,41,502,45
15962,1904,1900,4,0,0
15963,843,831,0,0,12
15964,1768,1275,66,427,0
15965,874,847,0,0,27
15966,1103,756,72,272,3
15967,2648,2357,114,177,0
15968,831,730,78,17,6
15969,3569,1755,279,1535,0
15970,2678,1569,210,886,13
15971,1180,1080,0,0,100
15972,2107,1194,245,627,41
15973,3010,1507,530,916,57
15974,2777,2299,228,250,0
15975,3483,2381,34,1068,0
15976,1293,1286,7,0,0
15977,3081,1866,303,912,0
15978,1864,1856,0,0,8
15979,3132,108,1444,1580,0
15980,3948,2398,279,1271,0
15981,708,377,125,206,0
15982,1526,874,12,640,0
15983,2123,1988,92,43,0
15984,1017,985,32,0,0
15985,2433,1670,119,567,65
15986,1611,1459,44,108,0
15987,2243,815,317,1077,34
15988,2713,1567,177,855,114
15989,3851,2995,293,520,43
15990,2283,752,229,1302,0
15991,2973,1627,93,1253,0
15992,4035,1508,357,2084,86
15993,4351,2729,426,1171,25
15994,3675,1932,741,1002,0
15995,2093,1658,26,409,0
15996,1732,1249,81,402,0
15997,2716,1677,311,728,0
15998,3168,946,649,1531,42
15999,2799,4,461,2334,0
16000,1501,1501,0,0,0
16001,2618,2439,179,0,0
16002,2165,1987,56,25,97
16003,2344,2121,205,0,18
16004,2662,1537,247,878,0
16005,1577,1196,103,278,0
16006,835,757,3,0,75
16007,3026,2288,311,427,0
16008,2702,2670,32,0,0
16009,1571,715,83,773,0
16010,1550,1535,0,15,0
16011,418,414,4,0,0
16012,3303,3249,0,9,45
16013,2980,1456,472,934,118
16014,2685,2645,0,0,40
16015,1674,1214,198,262,0
16016,4850,4217,158,475,0
16017,4215,4199,0,0,16
16018,3072,2810,82,180,0
16019,1928,1883,0,0,45
16020,2173,2173,0,0,0
16021,1634,1582,25,18,9
16022,2802,2301,106,395,0
16023,4906,4339,0,286,241
16024,5322,4780,0,49,493
16025,2518,2135,0,0,383
16026,2487,2487,0,0,0
16027,3858,3839,0,0,19
16028,2413,2399,14,0,0
16029,3024,2989,0,0,35
16030,2551,1918,0,0,529
16031,277,274,0,0,3
16032,4598,4053,0,0,545
16033,1908,1532,0,324,52
16034,1091,868,106,57,60
16035,3654,1851,777,962,64
16036,1535,1026,22,123,364
16037,6300,5812,24,292,172
16038,1775,1403,0,0,372
16039,2247,2214,0,0,33
16040,3321,3321,0,0,0
16041,2311,1685,33,0,593
16042,8,4,0,4,0
16043,283,55,41,162,25
16044,2778,1530,143,53,1052
16045,1806,1094,0,24,688
16046,1857,1170,21,22,644
16047,2890,1747,0,0,1131
16048,1884,1380,300,170,34
16049,1418,1125,186,0,107
16050,1537,1045,257,49,186
16051,2119,1760,223,93,43
16052,1484,1155,270,14,45
16053,1975,1730,105,15,125
16054,2171,1412,123,0,624
16055,1659,1021,0,15,604
16056,2382,1817,73,0,492
16057,1913,1547,81,28,257
16058,1978,1596,135,49,198
16059,2087,1619,187,0,281
16060,1336,1232,2,0,102
16061,1338,458,508,372,0
16062,530,225,206,86,13
16063,1970,627,727,271,345
16064,3161,348,581,1546,686
16065,2957,287,1265,1267,138
16066,3878,1837,949,924,148
16067,1944,756,710,453,25
16068,4258,3524,316,278,140
16069,3881,1148,1468,978,287
16070,1326,511,84,407,324
16071,2312,1972,57,0,273
16072,4343,4045,181,2,115
16073,2304,2247,0,0,57
16074,1426,1295,35,3,93
16075,881,811,28,0,42
16076,2426,1903,155,18,350
16077,1778,1632,7,0,139
16078,2905,2863,13,0,14
16079,4223,3819,75,307,22
16080,2025,1816,39,7,163
16081,4020,2932,41,23,1024
16082,3322,1641,39,74,1495
16083,3194,2350,156,213,475
16084,1952,1716,22,188,26
16085,2527,2277,24,74,152
16086,1680,1382,26,53,213
16087,3112,1867,90,30,1109
16088,2193,1442,53,13,685
16089,3578,2531,140,102,805
16090,2030,1507,0,0,523
16091,1043,708,46,2,287
16092,1866,802,35,14,1015
16093,2694,1904,253,73,451
16094,2190,863,101,3,1197
16095,3487,2819,21,62,555
16096,3215,1744,64,28,1379
16097,1279,1021,94,22,142
16098,1705,1298,0,0,407
16099,950,588,224,7,131
16100,2142,1430,0,0,700
16101,2229,1663,316,65,168
16102,2456,1713,339,293,111
16103,3608,1965,32,0,1609
16104,2099,998,350,287,464
16105,3299,2292,114,0,768
16106,2176,1716,193,22,241
16107,2037,1734,175,50,78
16108,2571,1545,145,0,881
16109,1973,1395,147,218,181
16110,3327,2843,207,19,258
16111,3457,2941,352,64,100
16112,2929,2542,110,137,140
16113,1805,1092,397,103,213
16114,3607,1450,207,177,1683
16115,2018,994,433,34,492
16116,3428,2594,415,403,16
16117,2316,1726,140,404,46
16118,859,690,139,19,11
16119,3018,3005,13,0,0
16120,2455,1649,397,317,92
16121,1841,1185,456,168,32
16122,1355,1278,70,7,0
16123,1358,1117,199,31,0
16124,2225,1158,725,125,217
16125,2660,1549,570,541,0
16126,1805,1506,139,121,39
16127,1685,705,514,455,0
16128,2212,1406,157,628,21
16129,2206,1015,467,611,84
16130,2215,1262,324,621,8
16131,2415,1351,467,205,392
16132,1300,801,227,272,0
16133,1348,824,259,265,0
16134,2777,1370,523,863,21
16135,3907,3392,431,12,72
16136,2248,1863,249,71,42
16137,1561,1096,281,98,86
16138,1736,1630,70,0,36
16139,2035,1025,747,165,72
16140,2137,941,529,13,654
16141,3764,1586,849,251,1078
16142,1133,1062,63,8,0
16143,1249,1083,143,23,0
16144,3227,1282,974,9,898
16145,3381,2345,82,50,904
16146,1338,1073,120,0,145
16147,1274,886,301,35,52
16148,2446,2208,66,67,89
16149,2200,1868,124,0,208
16150,3022,1703,49,13,976
16151,1542,1140,234,60,108
16152,1814,1453,39,0,314
16153,3615,2946,131,94,444
16154,2726,1264,159,193,1015
16155,3171,1630,145,167,1132
16156,2211,1051,355,119,539
16157,2582,1482,52,0,915
16158,1209,966,117,83,43
16159,2011,1070,94,16,766
16160,1891,1315,42,0,503
16161,1428,1098,70,25,201
16162,1316,1165,0,12,139
16163,3840,2560,588,567,86
16164,1656,1188,155,0,270
16165,1638,1310,163,17,148
16166,1724,1266,51,9,398
16167,1847,1230,495,55,67
16168,843,789,54,0,0
16169,3348,952,452,152,1653
16170,2404,814,305,57,1171
16171,2517,2182,32,1,273
16172,1872,1093,115,22,604
16173,1807,1324,179,252,52
16174,1978,1519,47,0,412
16175,1812,1060,245,94,350
16176,1564,1047,268,26,209
16177,2379,1596,71,0,712
16178,2951,2072,608,25,246
16179,2503,1982,46,8,467
16180,3317,3051,0,0,244
16181,3401,2605,446,0,350
16182,2572,1619,0,38,907
16183,85,64,10,0,11
16184,1977,1348,44,0,530
16185,2204,1499,161,49,495
16186,2879,2147,141,76,515
16187,2838,2231,184,143,267
16188,1626,1084,480,62,0
16189,2442,1872,153,146,271
16190,2810,2314,104,35,279
16191,3755,2941,596,69,149
16192,1683,1099,307,253,24
16193,3274,1592,1211,471,0
16194,5553,2156,2597,768,32
16195,3074,2051,522,116,385
16196,3561,2663,276,219,370
16197,1321,742,37,11,456
16198,1596,1044,79,47,426
16199,1581,1238,215,0,128
16200,2805,2047,366,48,344
16201,1362,1022,57,0,283
16202,3175,1874,119,0,1160
16203,1640,1340,85,0,215
16204,2339,1540,140,62,569
16205,4236,3055,296,0,801
16206,3302,1477,90,4,1651
16207,1363,1000,12,0,305
16208,2396,1960,147,143,146
16209,548,446,0,5,97
16210,504,358,0,0,146
16211,2385,1999,9,0,354
16212,2015,1621,268,36,90
16213,1165,1002,26,0,137
16214,2623,1960,257,58,348
16215,1921,1654,87,7,173
16216,0,0,0,0,0
16217,1699,1240,41,0,418
16218,2221,1666,47,3,494
16219,1326,987,0,25,297
16220,2825,1754,70,26,964
16221,493,388,82,12,11
16222,981,864,4,0,113
16223,1534,1077,269,131,57
16224,797,560,112,45,80
16225,712,567,96,6,43
16226,1553,1171,90,32,260
16227,1969,1524,34,56,352
16228,661,571,11,10,69
16229,1672,1133,4,2,515
16230,1788,1331,75,92,290
16231,2067,1402,96,165,404
16232,1858,1509,129,172,48
16233,598,458,0,0,138
16234,653,484,32,31,106
16235,2089,1212,144,533,200
16236,1417,815,67,0,517
16237,3540,2053,11,43,1414
16238,2025,1255,278,341,151
16239,3563,2672,201,0,690
16240,2522,1073,26,0,1423
16241,3080,2506,22,0,539
16242,2588,2450,24,59,55
16243,2556,1505,153,305,531
16244,1812,1249,7,0,498
16245,1346,967,0,0,379
16246,2013,1547,17,0,434
16247,2168,1629,0,0,539
16248,1614,1265,230,119,0
16249,1681,1259,139,219,64
16250,1231,780,234,204,13
16251,1714,1454,194,42,24
16252,2009,1412,30,10,557
16253,1316,1038,0,0,278
16254,2963,2105,107,5,738
16255,873,595,0,0,278
16256,1256,993,197,54,12
16257,1520,1036,287,116,81
16258,2560,1807,87,0,650
16259,908,698,0,0,210
16260,1450,861,25,19,545
16261,1220,924,23,0,260
16262,953,798,0,0,155
16263,751,568,114,30,39
16264,1782,932,144,666,40
16265,1515,1414,78,18,5
16266,1668,1559,21,61,27
16267,1269,1257,12,0,0
16268,1594,1188,216,133,57
16269,785,576,120,18,71
16270,1564,1129,8,0,427
16271,1527,938,44,0,536
16272,1193,703,102,109,262
16273,1136,783,103,6,244
16274,1655,1123,24,0,508
16275,1914,1655,84,0,166
16276,1904,1046,526,302,30
16277,1483,691,402,359,12
16278,2341,1731,2,24,568
16279,1350,954,292,97,7
16280,2261,1043,603,531,84
16281,1700,1249,159,175,117
16282,2838,2329,0,0,492
16283,2408,1613,517,223,55
16284,2842,1572,614,414,207
16285,2944,2187,45,14,677
16286,1165,844,8,0,306
16287,1693,960,33,49,651
16288,1732,1091,166,32,443
16289,2847,1414,3,10,1414
16290,1405,878,0,0,518
16291,1241,1031,5,12,184
16292,2613,1903,77,0,620
16293,1816,1649,73,16,70
16294,900,634,132,56,78
16295,496,317,58,34,87
16296,1843,1581,61,69,117
16297,1682,1346,296,33,7
16298,843,716,0,0,127
16299,1146,720,0,46,369
16300,1415,1299,82,0,27
16301,1535,1111,53,0,371
16302,2741,2211,23,31,476
16303,1932,1212,230,211,279
16304,1902,1453,46,41,362
16305,3843,2724,65,27,1020
16306,1418,1007,155,13,243
16307,1308,506,332,89,381
16308,2121,1547,48,27,499
16309,2228,1546,0,0,678
16310,1099,681,229,51,138
16311,3615,2466,9,0,1140
16312,1216,833,39,45,294
16313,1596,1298,34,0,250
16314,2555,1397,519,554,85
16315,834,578,47,137,72
16316,1308,679,377,252,0
16317,2164,1794,106,264,0
16318,3040,2669,246,125,0
16319,2644,2174,255,48,167
16320,1814,1363,183,268,0
16321,1771,548,522,532,169
16322,3345,1288,755,1302,0
16323,1279,991,224,64,0
16324,2457,1520,305,632,0
16325,2203,1361,556,278,8
16326,1024,680,118,226,0
16327,2379,2065,151,148,15
16328,1537,1179,314,44,0
16329,878,574,304,0,0
16330,1389,885,368,136,0
16331,1175,789,317,69,0
16332,2150,1557,323,253,17
16333,1228,1059,57,99,13
16334,1296,1191,32,0,55
16335,818,761,35,17,5
16336,1148,885,230,11,22
16337,971,868,74,0,7
16338,1517,1169,192,81,67
16339,1314,898,309,98,9
16340,1769,1495,213,61,0
16341,1183,1091,81,11,0
16342,1720,1220,279,221,0
16343,2120,1017,790,313,0
16344,606,566,27,4,9
16345,719,664,51,0,4
16346,1469,1196,155,101,17
16347,1301,1283,18,0,0
16348,798,388,356,54,0
16349,785,675,95,15,0
16350,726,673,27,2,24
16351,732,674,44,8,6
16352,1430,1044,45,311,30
16353,1768,900,426,411,21
16354,1181,1069,64,17,31
16355,782,680,69,28,5
16356,1520,1198,76,239,7
16357,3205,741,1069,1395,0
16358,1864,737,486,641,0
16359,1560,1495,0,0,52
16360,1135,1094,0,36,5
16361,684,670,14,0,0
16362,1163,1056,99,8,0
16363,1282,958,70,230,24
16364,1804,1463,178,163,0
16365,2343,2184,78,60,21
16366,1328,1197,46,61,24
16367,2024,1935,79,10,0
16368,1460,1165,163,110,22
16369,1816,1549,8,159,60
16370,2282,1838,185,223,36
16371,1676,1466,127,50,33
16372,2164,1899,157,75,33
16373,1252,1021,176,55,0
16374,2778,1997,187,118,476
16375,0,0,0,0,0
16376,0,0,0,0,0
16377,0,0,0,0,0
16378,1149,789,7,0,353
16379,1484,1188,122,40,134
16380,3333,2594,74,35,630
16381,916,684,0,0,218
16382,760,615,0,0,139
16383,860,544,65,244,7
16384,950,912,27,0,6
16385,59,54,0,5,0
16386,0,0,0,0,0
16387,1056,877,27,22,130
16388,1463,1156,147,7,153
16389,3697,2490,75,0,1132
16390,3146,2228,5,12,901
16391,2447,1699,488,133,127
16392,1350,1100,109,67,74
16393,2340,1797,164,211,168
16394,1600,1473,57,70,0
16395,1619,1353,74,5,187
16396,1547,1224,40,0,283
16397,3878,3568,197,54,59
16398,1837,1261,347,229,0
16399,2651,2182,62,160,247
16400,2258,2057,171,30,0
16401,1829,1310,73,18,409
16402,2391,1901,19,0,471
16403,1807,495,72,0,1240
16404,1628,515,10,0,1067
16405,1915,1414,169,24,308
16406,1489,1421,0,59,9
16407,2099,867,662,293,277
16408,1525,679,158,13,665
16409,1844,1071,350,109,314
16410,2180,1650,75,0,455
16411,2216,1774,0,0,442
16412,2811,1066,0,0,1745
16413,2386,1210,121,0,1055
16414,2496,1822,70,0,604
16415,2564,1187,123,58,1196
16416,2713,2133,69,12,489
16417,2560,1960,37,0,549
16418,774,584,0,0,190
16419,1643,1438,39,111,55
16420,1518,990,295,220,13
16421,1112,896,69,101,46
16422,1910,1757,146,7,0
16423,2305,1716,504,73,0
16424,670,540,0,0,130
16425,0,0,0,0,0
16426,1121,968,48,16,89
16427,1212,992,41,0,174
16428,2101,1867,170,0,64
16429,2263,1706,1,0,547
16430,1217,959,0,0,247
16431,1590,1136,117,26,282
16432,2092,1620,194,6,243
16433,814,541,130,0,143
16434,2234,2158,13,33,30
16435,3000,2628,26,0,346
16436,1614,1597,0,8,9
16437,1976,1938,0,0,38
