HouseHoldId,Tot_Housing_Units_ACS_10_14,Single_Unit_ACS_10_14,MLT_U2_9_STRC_ACS_10_14,MLT_U10p_ACS_10_14,Mobile_Homes_ACS_10_14
4236,2636,1160,660,816,0
4237,3144,905,1139,1100,0
4238,1249,1181,68,0,0
4239,700,259,149,182,110
4240,844,337,430,77,0
4241,1382,408,663,305,0
4242,1820,804,624,392,0
4243,1813,282,765,488,265
4244,1478,578,769,131,0
4245,1467,633,110,716,8
4246,2214,1445,562,77,130
4247,1743,1041,318,384,0
4248,1487,1309,47,124,7
4249,1351,1035,73,243,0
4250,1717,1081,254,246,136
4251,2440,1027,245,708,424
4252,1496,518,409,516,53
4253,2000,838,447,479,236
4254,1567,821,193,553,0
4255,1313,567,38,538,170
4256,1370,981,101,288,0
4257,1269,1046,90,133,0
4258,1092,921,38,133,0
4259,722,583,116,23,0
4260,1719,704,104,704,207
4261,1099,995,47,12,45
4262,1795,761,229,458,347
4263,1629,1134,372,73,50
4264,1129,822,171,136,0
4265,888,786,25,24,53
4266,1494,811,313,370,0
4267,1747,1120,294,107,226
4268,1780,1450,154,176,0
4269,1322,1322,0,0,0
4270,1320,665,184,471,0
4271,1912,1243,334,274,34
4272,1861,983,388,238,252
4273,1433,703,224,466,40
4274,2205,1114,486,605,0
4275,1349,832,93,424,0
4276,1924,635,769,520,0
4277,1499,1127,273,79,20
4278,2634,1058,784,792,0
4279,1487,933,311,234,9
4280,1723,1093,227,171,219
4281,1212,934,222,43,13
4282,1950,1367,157,291,135
4283,1443,1044,167,0,232
4284,1384,1189,7,100,88
4285,1656,1129,106,87,334
4286,878,515,191,164,8
4287,1800,709,230,442,419
4288,1661,1129,243,166,123
4289,1369,306,560,163,340
4290,1168,687,212,258,0
4291,1000,309,280,173,238
4292,1291,1207,9,45,30
4293,2014,1284,315,214,201
4294,1546,1367,43,107,29
4295,1404,826,153,248,177
4296,1725,857,472,387,0
4297,1447,867,91,87,402
4298,1897,1697,163,37,0
4299,1473,1291,84,21,77
4300,882,662,28,192,0
4301,2389,1331,181,431,446
4302,1662,996,72,303,291
4303,1744,635,136,589,384
4304,1109,996,34,79,0
4305,1034,995,0,20,19
4306,1146,1143,3,0,0
4307,1991,1377,285,294,35
4308,2534,1324,151,1059,0
4309,1533,1346,179,8,0
4310,1799,1799,0,0,0
4311,1966,1652,0,0,314
4312,1073,1021,0,52,0
4313,1248,1074,25,149,0
4314,1994,988,533,316,157
4315,1243,1243,0,0,0
4316,1384,1370,0,14,0
4317,1371,1350,13,8,0
4318,2147,1307,254,586,0
4319,1670,785,310,575,0
4320,1134,815,146,134,39
4321,1849,1295,187,353,14
4322,1914,1208,646,60,0
4323,1070,985,64,21,0
4324,1238,1233,0,5,0
4325,796,362,87,168,179
4326,1439,277,253,457,452
4327,844,366,246,11,221
4328,1108,589,263,256,0
4329,2158,641,478,1039,0
4330,2984,958,1436,499,91
4331,2818,1696,842,280,0
4332,1398,559,187,126,526
4333,2195,2165,30,0,0
4334,2345,1508,273,564,0
4335,2199,1008,824,338,29
4336,2132,928,611,593,0
4337,2101,390,1449,121,141
4338,1776,1275,410,91,0
4339,1697,1050,62,418,167
4340,1716,1116,49,551,0
4341,974,722,78,174,0
4342,1703,1163,206,100,234
4343,1575,553,667,355,0
4344,2083,348,1134,601,0
4345,1886,1137,128,621,0
4346,3477,1754,578,1130,15
4347,1963,1889,0,74,0
4348,2250,348,1217,671,14
4349,1995,897,625,473,0
4350,183,51,104,16,12
4351,1019,996,23,0,0
4352,743,572,151,20,0
4353,2091,726,360,496,509
4354,2902,725,674,1451,14
4355,3588,1109,770,1697,12
4356,1923,783,1007,133,0
4357,1701,683,231,723,64
4358,1304,729,372,194,9
4359,2370,2180,143,47,0
4360,2060,1277,579,204,0
4361,1071,876,9,186,0
4362,2354,2139,125,56,12
4363,1210,1171,0,0,39
4364,1318,1166,37,92,23
4365,1800,1456,315,29,0
4366,2516,1478,234,649,155
4367,1749,1236,106,241,166
4368,1603,1018,289,173,123
4369,1911,571,368,787,185
4370,1813,913,139,486,275
4371,1362,1060,244,43,0
4372,1574,1058,163,343,10
4373,1961,966,599,380,16
4374,1411,380,10,220,801
4375,1720,1720,0,0,0
4376,1552,1273,274,5,0
4377,1150,908,0,242,0
4378,1704,1610,72,22,0
4379,1153,1143,10,0,0
4380,1142,1005,9,128,0
4381,1741,1741,0,0,0
4382,1786,1292,84,410,0
4383,1444,1444,0,0,0
4384,1135,1067,68,0,0
4385,1908,1772,0,136,0
4386,1864,375,1118,371,0
4387,1205,1187,18,0,0
4388,1841,1668,28,133,12
4389,1908,1377,96,435,0
4390,1269,1172,90,7,0
4391,1026,695,212,23,96
4392,1865,1167,157,541,0
4393,1813,1295,223,295,0
4394,1940,1678,183,16,63
4395,737,685,0,52,0
4396,1564,1541,9,14,0
4397,1175,1004,28,143,0
4398,1478,1100,82,296,0
4399,2160,1281,123,552,204
4400,776,771,0,5,0
4401,2657,1372,284,762,228
4402,2405,927,490,988,0
4403,1716,1207,358,151,0
4404,2079,1549,129,401,0
4405,1643,1363,158,46,76
4406,1502,1341,37,124,0
4407,1345,1287,16,42,0
4408,1392,1255,29,108,0
4409,1389,826,243,175,128
4410,2501,912,395,1194,0
4411,2538,691,352,1495,0
4412,2613,2283,155,175,0
4413,2193,1819,262,105,0
4414,1267,407,466,394,0
4415,1387,904,136,347,0
4416,0,0,0,0,0
4417,0,0,0,0,0
4418,2036,1262,638,108,28
4419,1984,1827,91,37,29
4420,1932,1280,380,172,100
4421,1966,1385,452,42,87
4422,2721,2389,51,49,232
4423,2232,1081,582,569,0
4424,1071,562,406,88,15
4425,1534,1300,130,104,0
4426,1206,1187,4,0,15
4427,1877,1600,18,0,259
4428,2833,2814,19,0,0
4429,2696,2343,145,86,106
4430,2166,2048,38,0,80
4431,2139,1946,0,84,109
4432,1447,1447,0,0,0
4433,1701,1560,12,0,129
4434,1957,808,553,572,10
4435,1566,1105,142,319,0
4436,1376,822,130,410,14
4437,1444,1290,121,33,0
4438,1136,912,174,50,0
4439,1339,875,317,147,0
4440,1724,1226,411,87,0
4441,1691,1162,406,123,0
4442,969,793,150,21,0
4443,2576,1844,549,156,27
4444,2551,1942,265,326,18
4445,1388,1381,7,0,0
4446,2527,2155,297,75,0
4447,1035,560,210,265,0
4448,2621,2160,381,37,43
4449,1101,1077,0,24,0
4450,2211,2107,0,104,0
4451,1160,982,114,64,0
4452,1798,1587,69,142,0
4453,1106,1034,63,9,0
4454,2188,874,706,327,281
4455,1483,1234,93,124,32
4456,915,774,58,83,0
4457,1268,629,186,132,321
4458,1777,1394,286,97,0
4459,1353,1353,0,0,0
4460,2796,2775,11,0,10
4461,1148,915,112,121,0
4462,1441,822,421,198,0
4463,1341,223,530,588,0
4464,2077,1243,466,359,9
4465,2457,2205,141,34,77
4466,948,932,0,0,16
4467,2265,1958,0,0,296
4468,3355,2739,119,481,16
4469,4149,3473,30,526,114
4470,914,885,29,0,0
4471,2453,1426,670,291,66
4472,2315,1935,58,55,239
4473,1575,1477,44,5,49
4474,2033,767,812,171,283
4475,1391,1340,0,0,51
4476,1932,1904,11,0,17
4477,2604,1739,174,33,615
4478,1329,1150,41,18,120
4479,1895,1836,0,0,24
4480,2969,2438,256,74,201
4481,2842,2128,406,296,12
4482,1577,1513,0,0,64
4483,2901,2448,246,163,44
4484,1379,1311,0,6,62
4485,1283,843,268,158,14
4486,1548,1435,45,19,49
4487,1813,1202,186,425,0
4488,1441,1278,0,8,155
4489,2059,848,552,659,0
4490,1580,1287,213,80,0
4491,1839,1170,453,216,0
4492,1031,989,39,0,3
4493,2359,2177,49,133,0
4494,1655,1655,0,0,0
4495,1560,1437,112,11,0
4496,1545,1489,28,0,28
4497,1629,1577,32,0,20
4498,2715,2701,0,14,0
4499,2094,2094,0,0,0
4500,2010,1957,37,8,8
4501,1065,975,69,21,0
4502,0,0,0,0,0
4503,2539,1909,341,70,219
4504,2254,2027,47,11,169
4505,1394,1237,14,15,97
4506,2981,2394,212,84,291
4507,1659,1399,59,0,182
4508,1350,1194,0,100,56
4509,3457,3327,16,6,108
4510,367,361,3,3,0
4511,725,658,30,37,0
4512,1992,1695,297,0,0
4513,2043,1159,630,244,10
4514,1635,433,609,593,0
4515,1711,1330,335,46,0
4516,1487,1013,195,279,0
4517,544,411,122,11,0
4518,1189,355,311,523,0
4519,1874,1863,11,0,0
4520,1315,1296,19,0,0
4521,1085,1085,0,0,0
4522,2267,1724,326,217,0
4523,2557,2082,98,342,35
4524,886,881,5,0,0
4525,2371,1342,312,717,0
4526,1234,1009,123,102,0
4527,1771,1360,327,84,0
4528,2242,1982,160,83,17
4529,697,690,0,0,7
4530,2316,1475,378,463,0
4531,2375,1403,167,805,0
4532,1810,1031,326,453,0
4533,2719,1796,498,425,0
4534,1310,1067,119,124,0
4535,1670,1217,149,182,122
4536,840,741,49,40,10
4537,788,780,0,0,8
4538,1177,876,14,287,0
4539,1814,1230,422,162,0
4540,1011,982,21,4,4
4541,1079,1047,24,0,8
4542,1807,1489,174,125,19
4543,893,501,54,38,300
4544,896,602,65,85,144
4545,865,554,62,176,73
4546,2215,1465,145,214,369
4547,2143,2112,0,31,0
4548,851,690,15,0,124
4549,1082,1031,35,0,16
4550,1462,1416,24,0,22
4551,941,910,31,0,0
4552,1685,1478,0,194,13
4553,1858,1327,0,102,429
4554,1672,1035,78,310,242
4555,1862,687,372,795,8
4556,654,601,0,0,47
4557,1453,1453,0,0,0
4558,818,773,33,5,7
4559,795,745,10,0,40
4560,2583,1432,466,203,482
4561,2559,2501,23,0,35
4562,1777,1742,35,0,0
4563,3081,3081,0,0,0
4564,2182,2167,15,0,0
4565,1717,1676,0,0,41
4566,673,673,0,0,0
4567,967,936,31,0,0
4568,972,921,0,51,0
4569,896,896,0,0,0
4570,1045,1045,0,0,0
4571,2172,1200,311,661,0
4572,1061,875,17,25,144
4573,1140,1066,15,59,0
4574,1901,1872,0,0,29
4575,1722,860,266,596,0
4576,1239,933,119,187,0
4577,950,553,149,248,0
4578,2077,1067,607,403,0
4579,2364,1272,353,739,0
4580,1676,1162,78,28,408
4581,768,644,68,56,0
4582,987,961,8,18,0
4583,786,458,19,309,0
4584,860,742,59,59,0
4585,729,709,0,20,0
4586,1399,833,214,352,0
4587,1265,552,301,390,0
4588,1037,941,60,18,18
4589,1211,860,113,238,0
4590,1023,979,42,0,0
4591,999,623,75,284,17
4592,890,750,43,89,8
4593,1093,825,203,65,0
4594,1123,749,91,266,17
4595,1001,990,0,0,11
4596,1247,707,0,0,497
4597,2057,1074,568,415,0
4598,1845,711,633,387,114
4599,1469,257,679,387,146
4600,4864,4603,0,0,261
4601,706,635,40,20,11
4602,847,594,0,45,208
4603,1573,1038,52,20,463
4604,650,307,32,206,105
4605,1776,943,431,386,16
4606,1339,1339,0,0,0
4607,1803,211,776,575,241
4608,978,495,245,213,25
4609,1871,1855,0,0,16
4610,1273,1273,0,0,0
4611,1970,1070,460,440,0
4612,1220,1220,0,0,0
4613,675,675,0,0,0
4614,2049,1803,27,219,0
4615,2144,910,425,531,278
4616,1596,1596,0,0,0
4617,1088,1088,0,0,0
4618,2176,1477,103,567,29
4619,1579,1244,0,0,335
4620,963,588,248,127,0
4621,2041,1195,439,204,203
4622,1492,1368,78,19,27
4623,2476,2201,0,0,275
4624,3785,3588,115,31,51
4625,1827,1751,56,20,0
4626,2083,1355,348,380,0
4627,1781,1418,27,0,336
4628,1105,1068,37,0,0
4629,1544,1518,0,0,26
4630,1611,1131,0,0,480
4631,2294,2246,0,0,48
4632,1974,1422,32,0,520
4633,1642,771,20,0,851
4634,2097,1385,113,443,156
4635,2411,2380,0,0,31
4636,2920,2823,0,97,0
4637,2765,857,1047,847,0
4638,1246,869,25,352,0
4639,932,932,0,0,0
4640,1501,200,534,543,224
4641,1965,277,1096,592,0
4642,2040,1607,225,208,0
4643,1590,1132,205,253,0
4644,1864,1858,0,6,0
4645,2117,1662,291,164,0
4646,2280,1676,433,55,116
4647,605,605,0,0,0
4648,1289,1275,14,0,0
4649,1151,1134,0,0,17
4650,578,454,79,24,21
4651,1837,391,400,1039,7
4652,1279,1105,8,0,166
4653,898,870,28,0,0
4654,856,847,9,0,0
4655,949,914,0,6,29
4656,1375,1366,0,9,0
4657,764,720,14,0,30
4658,1573,1563,10,0,0
4659,917,683,144,39,51
4660,2874,1328,72,1474,0
4661,1142,1142,0,0,0
4662,1263,1082,94,0,87
4663,843,618,22,0,203
4664,1195,1195,0,0,0
4665,855,777,33,45,0
4666,941,597,117,227,0
4667,795,795,0,0,0
4668,863,531,116,203,13
4669,1094,603,341,150,0
4670,1040,761,115,134,30
4671,843,741,5,0,97
4672,986,711,41,227,7
4673,517,252,182,83,0
4674,1350,910,63,377,0
4675,1208,1157,41,10,0
4676,2792,2351,124,152,165
4677,1922,1739,4,5,174
4678,2902,2902,0,0,0
4679,2824,2374,0,0,410
4680,1716,1500,9,207,0
4681,1324,843,107,374,0
4682,1272,1042,129,101,0
4683,1069,1069,0,0,0
4684,1990,1737,49,204,0
4685,1490,1454,0,36,0
4686,2236,1731,12,158,335
4687,2864,2801,12,51,0
4688,1409,1409,0,0,0
4689,4515,3638,58,736,39
4690,2123,2083,0,31,9
4691,1609,1378,0,0,231
4692,1686,1101,20,131,434
4693,1619,893,0,0,726
4694,2209,447,0,0,1744
4695,962,962,0,0,0
4696,1915,1588,27,0,300
4697,746,404,0,20,322
4698,4286,3839,161,251,35
4699,1494,966,0,0,505
4700,1852,1662,0,0,190
4701,1724,1639,0,0,85
4702,1706,1516,0,33,157
4703,732,575,0,0,157
4704,2067,1537,217,283,0
4705,2107,2088,0,0,19
4706,1258,852,0,0,406
4707,1524,1100,108,0,316
4708,1278,1156,0,17,105
4709,680,474,4,0,202
4710,1034,853,37,0,144
4711,2270,2025,0,0,245
4712,2403,1318,297,440,348
4713,1971,1147,0,0,824
4714,1561,683,0,0,793
4715,1607,869,9,0,729
4716,2301,1000,0,0,1301
4717,1690,860,359,289,182
4718,1900,782,593,377,148
4719,1579,914,306,26,333
4720,1444,924,453,57,10
4721,2198,2198,0,0,0
4722,1812,1704,96,0,12
4723,1419,1414,5,0,0
4724,1609,1572,7,0,30
4725,2842,1547,168,1074,53
4726,1699,1680,19,0,0
4727,2527,1117,870,525,15
4728,1068,1068,0,0,0
4729,1735,1735,0,0,0
4730,1865,605,497,763,0
4731,1379,1327,29,14,0
4732,2148,1614,368,146,20
4733,1491,708,161,622,0
4734,2511,2485,0,26,0
4735,1409,1359,0,0,50
4736,2413,1948,14,0,434
4737,3027,2595,26,406,0
4738,2647,2548,99,0,0
4739,2636,2488,148,0,0
4740,1833,1720,0,68,45
4741,2418,2376,11,0,31
4742,1377,1367,10,0,0
4743,2903,2299,173,431,0
4744,2272,2264,0,6,2
4745,1652,1535,44,0,73
4746,1061,1012,0,0,49
4747,2617,2123,43,0,390
4748,1780,1623,104,53,0
4749,2373,2373,0,0,0
4750,1882,1871,0,11,0
4751,1980,801,443,723,0
4752,2399,2213,0,0,186
4753,1672,1403,23,197,49
4754,1139,865,0,0,274
4755,2016,1872,83,0,38
4756,698,552,0,5,141
4757,1054,1014,19,0,21
4758,1967,1865,102,0,0
4759,1887,1189,8,0,690
4760,3358,1644,314,358,1042
4761,2853,2103,0,0,750
4762,1925,1251,72,44,558
4763,2832,823,327,501,1181
4764,1106,510,140,445,11
4765,1216,629,294,250,43
4766,1176,870,198,108,0
4767,779,719,32,28,0
4768,1361,1275,36,50,0
4769,1168,956,107,100,5
4770,1265,1184,56,0,25
4771,697,697,0,0,0
4772,1900,1284,15,0,601
4773,2395,2221,63,73,25
4774,2301,1367,509,68,348
4775,1128,818,141,169,0
4776,1652,889,63,11,689
4777,2344,80,655,135,1451
4778,2399,220,346,1019,798
4779,3133,1793,98,113,1129
4780,1880,1638,9,225,8
4781,2528,2017,9,0,502
4782,2748,681,338,669,1060
4783,2780,1723,266,209,567
4784,1795,1294,25,0,476
4785,2206,2022,135,35,14
4786,1005,597,23,18,367
4787,1973,1891,12,0,70
4788,1448,846,277,101,224
4789,1231,827,216,159,29
4790,1691,669,11,0,1011
4791,1818,1081,76,223,438
4792,1086,555,6,0,525
4793,2450,1878,22,67,483
4794,2067,1316,263,127,361
4795,1506,1067,0,8,431
4796,2102,2102,0,0,0
4797,1744,1244,10,0,490
4798,4044,3884,39,33,40
4799,1731,1287,2,0,416
4800,599,71,6,0,522
4801,1227,1169,6,52,0
4802,1759,1751,0,0,0
4803,1057,726,134,40,118
4804,853,772,13,4,64
4805,2560,2480,38,0,42
4806,2096,1777,179,109,31
4807,701,487,131,49,34
4808,1176,765,251,41,88
4809,1086,856,47,0,183
4810,2609,1525,14,195,812
4811,1051,1038,0,0,13
4812,2041,1637,333,58,13
4813,1495,1221,233,41,0
4814,3070,1691,50,0,1314
4815,1821,764,0,11,974
4816,1810,1587,19,0,204
4817,2560,2402,58,9,91
4818,3157,1585,66,39,1467
4819,2606,1647,354,133,442
4820,1831,913,624,287,7
4821,2364,1161,918,269,16
4822,1387,815,45,9,518
4823,2700,1790,401,17,492
4824,1588,1348,41,164,35
4825,2413,2168,159,86,0
4826,974,826,5,0,143
4827,547,486,9,0,52
4828,2706,1083,44,15,1476
4829,2199,1108,489,598,4
4830,2149,1836,54,128,131
4831,3168,2032,226,679,231
4832,2356,1508,415,374,59
4833,2322,1002,256,1054,10
4834,611,561,13,37,0
4835,1177,831,308,36,2
4836,1549,997,268,284,0
4837,1631,624,359,283,365
4838,1185,697,140,348,0
4839,1831,1583,56,179,13
4840,1514,737,640,137,0
4841,3128,2386,313,429,0
4842,1935,845,900,190,0
4843,2472,1763,382,263,64
4844,3638,3130,0,379,129
4845,2847,2489,154,196,0
4846,4529,2089,347,141,1952
4847,1529,1455,11,63,0
4848,4428,2579,996,853,0
4849,1212,1096,116,0,0
4850,1281,1116,142,9,14
4851,1046,1031,0,15,0
4852,1572,1212,210,150,0
4853,3850,3134,590,126,0
4854,3182,2703,289,144,46
4855,3390,2313,433,644,0
4856,3016,1236,676,662,442
4857,652,615,37,0,0
4858,1166,1015,61,90,0
4859,1768,1225,273,240,30
4860,3056,1905,565,231,355
4861,2971,1681,759,531,0
4862,1693,1687,0,0,6
4863,2096,2060,7,29,0
4864,2004,1848,130,16,10
4865,1697,1406,239,4,48
4866,1249,780,387,65,0
4867,3024,1744,853,427,0
4868,1917,1195,370,203,149
4869,1373,1056,120,0,197
4870,2715,2017,585,113,0
4871,4494,3958,431,92,13
4872,1366,1124,199,43,0
4873,1807,1588,193,15,11
4874,1304,855,20,5,404
4875,3685,3131,379,175,0
4876,1746,502,584,287,373
4877,1844,792,600,362,90
4878,1296,1231,65,0,0
4879,2163,1737,158,9,243
4880,2902,2535,322,28,0
4881,3685,3299,202,45,139
4882,1445,1428,12,0,5
4883,1956,1467,99,100,290
4884,1528,716,6,0,740
4885,1969,1532,0,0,422
4886,1667,1642,0,25,0
4887,1656,1645,0,0,11
4888,2089,985,847,257,0
4889,1164,1082,54,0,28
4890,851,477,282,67,25
4891,2976,2976,0,0,0
4892,1638,1051,455,124,8
4893,1326,709,403,214,0
4894,3583,1599,698,80,1180
4895,3512,1546,0,0,1963
4896,1622,1284,139,15,176
4897,3964,3769,180,7,8
4898,1625,899,122,0,604
4899,1406,1139,172,12,83
4900,751,642,85,19,5
4901,2044,855,996,173,20
4902,1106,645,327,39,95
4903,1612,1400,175,0,37
4904,829,508,100,7,214
4905,1534,920,387,108,119
4906,889,376,430,83,0
4907,1258,1174,8,34,42
4908,1374,915,338,66,55
4909,1360,1048,76,6,222
4910,1731,1451,189,25,55
4911,2195,1388,0,0,778
4912,1866,1353,107,41,351
4913,1183,907,0,0,276
4914,1616,218,729,669,0
4915,192,120,0,72,0
4916,1117,1117,0,0,0
4917,1608,790,513,301,4
4918,1488,1467,0,0,21
4919,1391,738,0,0,652
4920,1029,598,95,19,317
4921,1890,28,56,0,1626
4922,1369,496,0,31,813
4923,3425,3380,26,0,19
4924,1950,1929,0,0,21
4925,1272,1258,14,0,0
4926,1791,1721,54,16,0
4927,1181,896,49,114,122
4928,1107,1075,0,32,0
4929,973,973,0,0,0
4930,1862,1185,326,176,175
4931,2165,2008,124,0,33
4932,3514,2096,780,201,352
4933,1677,1511,0,0,166
4934,2379,1289,678,292,120
4935,2585,1767,63,755,0
4936,2868,2847,0,0,21
4937,1502,554,571,201,176
4938,3150,3094,0,0,56
4939,3214,2798,153,263,0
4940,4050,3001,827,120,102
4941,2369,1793,61,439,52
4942,3371,2579,422,356,14
4943,1859,898,301,654,6
4944,1836,1302,177,357,0
4945,1602,800,388,381,33
4946,2939,1924,0,0,1015
4947,5307,5244,0,0,63
4948,1386,158,14,0,1214
4949,1535,1340,38,0,157
4950,2335,1839,94,213,189
4951,2734,2259,108,2,346
4952,2566,1938,325,303,0
4953,2846,2017,206,215,408
4954,1552,825,11,1,691
4955,4344,2833,196,248,1063
4956,2267,1209,228,111,710
4957,2491,2165,288,33,5
4958,2521,1972,354,195,0
4959,2960,1189,611,1160,0
4960,1571,1151,0,0,420
4961,0,0,0,0,0
4962,0,0,0,0,0
4963,1770,1516,148,97,9
4964,1834,1802,25,7,0
4965,1618,1492,77,39,10
4966,2374,800,1218,356,0
4967,2093,449,937,707,0
4968,717,76,310,331,0
4969,592,16,6,555,0
4970,1291,143,223,925,0
4971,2091,104,287,1700,0
4972,2690,219,705,1766,0
4973,2247,248,1267,712,0
4974,1925,287,586,1052,0
4975,2478,1613,470,395,0
4976,2794,2482,119,193,0
4977,2692,1878,148,666,0
4978,2512,1718,323,471,0
4979,1862,395,1009,458,0
4980,1484,424,733,327,0
4981,1214,378,767,69,0
4982,1822,1043,569,210,0
4983,1713,1648,38,27,0
4984,2168,1943,103,122,0
4985,718,703,9,0,6
4986,1298,848,269,181,0
4987,1656,1035,334,266,21
4988,1179,1067,61,51,0
4989,2331,2072,177,54,28
4990,2861,2691,122,12,36
4991,1275,1257,18,0,0
4992,1058,1058,0,0,0
4993,1804,1166,253,103,282
4994,783,661,85,37,0
4995,1568,1428,95,30,15
4996,1942,1797,89,56,0
4997,1942,1557,132,241,12
4998,1282,1057,162,63,0
4999,1364,1272,73,11,8
5000,1048,1009,39,0,0
5001,1370,1302,68,0,0
5002,1802,1649,85,68,0
5003,1714,1307,287,120,0
5004,2785,1942,370,457,16
5005,2723,2585,108,30,0
5006,2059,1264,262,533,0
5007,2382,1397,466,507,12
5008,1581,1526,34,21,0
5009,2362,1616,403,343,0
5010,2566,956,626,984,0
5011,1448,1009,149,290,0
5012,1409,984,350,67,8
5013,1706,1238,339,109,20
5014,1735,1667,52,9,7
5015,1692,1271,190,231,0
5016,1577,1151,301,125,0
5017,2525,2406,108,11,0
5018,1480,1191,231,58,0
5019,1382,1277,80,25,0
5020,1186,660,417,59,50
5021,1797,559,461,312,465
5022,2515,1665,356,427,29
5023,1705,1006,521,120,19
5024,1236,461,390,385,0
5025,1579,1085,214,280,0
5026,1716,1329,94,78,215
5027,1540,1099,92,349,0
5028,2097,1136,677,68,216
5029,1992,1670,158,164,0
5030,2293,1388,373,532,0
5031,973,742,4,10,217
5032,2642,2171,151,72,248
5033,2647,1169,647,406,391
5034,1398,948,146,129,175
5035,1747,815,171,169,592
5036,949,56,416,477,0
5037,1541,1007,199,335,0
5038,2021,1544,246,231,0
5039,1088,170,343,183,392
5040,348,188,80,80,0
5041,1700,0,647,1042,11
5042,1408,1165,52,191,0
5043,2863,1719,583,561,0
5044,2175,1181,436,558,0
5045,2278,865,544,869,0
5046,1423,338,459,626,0
5047,2045,385,1112,542,6
5048,1039,135,290,614,0
5049,2686,381,1096,1209,0
5050,2363,1056,707,600,0
5051,1433,983,93,357,0
5052,1967,1449,235,283,0
5053,1320,1258,51,11,0
5054,1916,1865,42,0,9
5055,2320,2171,65,84,0
5056,1520,1462,38,20,0
5057,1163,1004,45,114,0
5058,2552,1976,217,359,0
5059,1222,339,570,313,0
5060,2216,1551,181,467,17
5061,2226,1213,487,526,0
5062,1951,936,363,652,0
5063,1103,931,103,69,0
5064,2253,1227,383,504,89
5065,1915,661,279,975,0
5066,2926,1232,545,1128,21
5067,1689,855,393,323,102
5068,1791,1511,215,17,30
5069,1948,1480,165,77,226
5070,2133,1744,173,216,0
5071,2267,1791,325,144,0
5072,2609,1739,630,209,31
5073,2065,1723,225,69,48
5074,2399,1430,379,590,0
5075,2281,1186,220,552,323
5076,1280,941,157,56,120
5077,2864,1381,812,671,0
5078,1707,1342,213,144,8
5079,2025,358,1181,486,0
5080,2552,1056,527,969,0
5081,1450,1112,267,71,0
5082,1048,786,110,152,0
5083,2819,1858,583,378,0
5084,2220,994,345,743,138
5085,1828,1314,101,413,0
5086,1124,1072,13,15,24
5087,2308,512,582,1178,36
5088,433,4,215,214,0
5089,1743,1312,263,168,0
5090,82,66,16,0,0
5091,3169,2608,149,412,0
5092,1746,758,431,557,0
5093,2705,2256,247,202,0
5094,2452,2101,304,47,0
5095,2428,1941,189,298,0
5096,1386,1191,136,59,0
5097,1399,1248,29,92,30
5098,1559,1491,32,0,36
5099,1318,1248,0,0,70
5100,1440,1404,0,11,25
5101,1470,1306,52,15,97
5102,1285,1201,77,0,7
5103,1712,1181,187,344,0
5104,2097,2037,31,23,6
5105,1471,1397,74,0,0
5106,2758,2109,192,245,212
5107,2385,1093,542,292,458
5108,1472,1201,136,128,7
5109,1194,1003,182,0,9
5110,1571,1264,70,13,224
5111,933,921,0,0,12
5112,2681,2623,25,0,33
5113,935,822,96,17,0
5114,2167,413,924,830,0
5115,1400,858,348,194,0
5116,791,589,151,51,0
5117,2250,2001,110,139,0
5118,1329,1253,56,20,0
5119,1859,1070,502,287,0
5120,2576,1988,241,347,0
5121,1102,1090,0,0,12
5122,1591,1436,9,146,0
5123,2721,1589,708,424,0
5124,2586,1382,808,383,13
5125,2174,1051,764,334,17
5126,871,579,148,123,21
5127,3159,1651,706,802,0
5128,2110,1493,376,241,0
5129,2906,1488,700,718,0
5130,2040,1445,158,425,12
5131,2556,1431,605,520,0
5132,2200,1365,277,558,0
5133,1968,1544,247,177,0
5134,1965,1814,128,23,0
5135,1840,1483,142,215,0
5136,1637,1140,191,297,9
5137,1932,1921,0,11,0
5138,2512,1858,378,240,36
5139,1488,791,358,339,0
5140,1922,1608,215,99,0
5141,2037,1423,261,353,0
5142,2161,1837,199,112,13
5143,2363,2090,115,0,158
5144,1476,1010,210,256,0
5145,843,817,14,12,0
5146,2252,1930,273,49,0
5147,2001,1251,283,467,0
5148,1498,1113,276,109,0
5149,1632,1617,0,0,15
5150,2100,1888,37,34,141
5151,1740,1667,73,0,0
5152,946,682,4,0,260
5153,1311,958,62,68,223
5154,1387,1079,20,47,241
5155,2450,947,614,344,475
5156,1508,1065,0,0,443
5157,1279,408,414,347,110
5158,2127,1399,323,405,0
5159,2229,866,997,366,0
5160,1123,509,404,210,0
5161,973,528,266,174,5
5162,1421,967,282,172,0
5163,1821,501,760,560,0
5164,1136,947,82,91,16
5165,2697,1141,688,777,91
5166,1470,664,195,603,0
5167,1733,902,486,345,0
5168,991,988,0,0,3
5169,2695,2622,39,34,0
5170,1857,1620,68,52,117
5171,1789,1588,62,139,0
5172,2289,1910,224,68,79
5173,1849,1520,234,87,8
5174,1977,1187,208,374,201
5175,1874,1305,354,215,0
5176,2546,1577,142,119,708
5177,1031,1023,0,8,0
5178,2068,1772,127,169,0
5179,2271,1576,322,335,38
5180,1531,1102,324,76,19
5181,2246,2186,60,0,0
5182,1710,1256,199,255,0
5183,760,760,0,0,0
5184,1529,22,717,790,0
5185,1613,1085,424,95,9
5186,2445,1948,283,197,17
5187,1489,1459,11,13,6
5188,1613,1551,7,55,0
