HouseHoldId,Single_Unit_ACS_10_14,MLT_U2_9_STRC_ACS_10_14,MLT_U10p_ACS_10_14,Mobile_Homes_ACS_10_14
14200,467,155,208,18
14201,1164,216,210,33
14202,1773,7,10,186
14203,1738,40,105,0
14204,1424,11,60,50
14205,2228,303,313,34
14206,2700,75,0,0
14207,1311,699,685,32
14208,1334,500,201,0
14209,1787,551,212,0
14210,1661,87,124,12
14211,1450,410,982,0
14212,139,536,455,0
14213,770,237,254,0
14214,470,417,1423,0
14215,385,322,1171,36
14216,1181,127,216,0
14217,820,974,1037,24
14218,2201,52,20,0
14219,2509,44,0,0
14220,1112,162,769,0
14221,675,0,2,0
14222,418,679,1663,0
14223,1649,241,244,0
14224,1043,8,16,15
14225,2962,247,0,0
14226,1915,445,35,0
14227,2244,155,209,0
14228,1400,0,236,0
14229,1030,232,84,16
14230,966,232,237,0
14231,941,726,250,0
14232,257,564,1260,9
14233,137,811,1230,0
14234,911,176,161,0
14235,838,40,0,0
14236,147,157,314,0
14237,353,968,2580,17
14238,1643,262,2011,53
14239,787,9,0,0
14240,798,0,0,0
14241,929,5,0,0
14242,1943,0,126,0
14243,1097,756,739,0
14244,1041,196,69,0
14245,1039,0,35,0
14246,741,475,114,0
14247,1232,97,362,0
14248,782,296,330,0
14249,211,933,1359,48
14250,123,863,3156,0
14251,937,85,288,0
14252,708,176,93,0
14253,1792,250,78,0
14254,193,902,1904,0
14255,132,1369,808,17
14256,238,220,1231,0
14257,190,1074,2373,0
14258,122,625,1375,0
14259,59,768,616,7
14260,28,108,1555,0
14261,197,187,513,0
14262,681,0,7,0
14263,41,197,293,5
14264,1353,88,307,5
14265,671,0,0,0
14266,1550,15,194,0
14267,440,137,292,43
14268,498,450,478,12
14269,702,496,207,0
14270,1313,488,275,0
14271,2122,171,119,0
14272,375,973,627,0
14273,276,824,793,17
14274,845,341,397,7
14275,922,484,647,0
14276,2136,254,86,15
14277,1114,67,108,0
14278,154,565,1147,11
14279,188,272,1485,0
14280,875,28,96,0
14281,1466,36,45,0
14282,1227,235,39,0
14283,18,0,4,36
14284,26,714,635,0
14285,524,833,949,0
14286,41,711,967,0
14287,1981,118,115,43
14288,239,1019,1017,15
14289,1545,12,0,0
14290,1841,0,0,0
14291,777,466,1526,0
14292,1955,8,0,0
14293,1425,31,64,0
14294,1814,11,7,306
14295,1534,797,1267,0
14296,1020,327,305,0
14297,861,237,1040,0
14298,1352,118,606,0
14299,462,743,962,0
14300,464,425,138,8
14301,374,803,1044,0
14302,1197,130,55,0
14303,947,318,531,0
14304,161,967,1919,24
14305,603,105,1510,0
14306,601,200,1140,0
14307,912,80,201,0
14308,153,278,281,0
14309,661,12,0,4
14310,94,43,3096,0
14311,1871,222,304,0
14312,1549,180,66,10
14313,1133,366,499,0
14314,338,494,625,29
14315,183,830,948,0
14316,1026,296,671,0
14317,154,527,1551,13
14318,713,664,1293,34
14319,92,601,1133,79
14320,739,102,578,0
14321,955,283,379,0
14322,396,852,839,84
14323,786,374,327,217
14324,987,34,55,37
14325,824,185,636,0
14326,566,95,110,0
14327,701,456,445,0
14328,319,125,84,6
14329,584,498,465,115
14330,503,290,435,18
14331,300,112,314,0
14332,217,82,84,7
14333,544,184,184,15
14334,1631,488,332,168
14335,1674,302,77,121
14336,606,275,335,0
14337,2199,13,0,165
14338,637,295,292,18
14339,1137,112,131,0
14340,204,16,9,472
14341,464,0,0,758
14342,1146,150,61,91
14343,1413,152,263,0
14344,1614,633,698,0
14345,524,383,401,0
14346,653,400,405,23
14347,686,249,400,11
14348,1361,142,83,0
14349,706,69,0,4
14350,632,0,0,66
14351,655,436,228,31
14352,1209,75,106,32
14353,567,241,121,9
14354,774,452,565,0
14355,1039,168,128,43
14356,1684,356,443,0
14357,1848,68,0,59
14358,508,94,27,0
14359,2722,17,0,27
14360,1321,286,72,0
14361,1648,281,324,15
14362,2223,282,19,0
14363,1229,0,0,0
14364,1583,4,0,8
14365,2889,12,0,48
14366,1494,0,0,0
14367,1715,227,370,11
14368,1710,391,412,0
14369,1866,145,113,32
14370,3759,73,359,57
14371,1443,0,8,0
14372,1928,0,0,0
14373,2493,75,152,0
14374,1346,385,204,28
14375,1348,155,259,0
14376,1447,223,181,0
14377,859,0,0,0
14378,1316,463,261,246
14379,798,419,452,12
14380,1133,44,36,11
14381,1795,0,13,0
14382,727,967,1308,54
14383,2146,384,632,14
14384,62,768,1104,0
14385,1320,352,416,0
14386,1675,250,474,0
14387,4346,0,0,0
14388,1253,59,26,0
14389,1866,64,11,0
14390,1651,11,0,0
14391,1287,209,361,0
14392,828,244,526,0
14393,2064,51,0,0
14394,1322,0,60,595
14395,1286,132,0,11
14396,1996,0,7,115
14397,1107,128,8,0
14398,2271,718,459,0
14399,1287,366,181,0
14400,2217,67,11,0
14401,2636,465,265,0
14402,1347,98,31,0
14403,1997,386,385,0
14404,1097,0,0,137
14405,1808,354,178,0
14406,2307,243,264,66
14407,1178,16,0,390
14408,1115,97,109,511
14409,1549,199,181,671
14410,2106,464,30,853
14411,867,28,0,1771
14412,1312,73,19,369
14413,1221,17,0,286
14414,849,638,243,209
14415,1608,532,674,90
14416,1667,78,67,0
14417,2581,11,0,0
14418,2825,0,0,38
14419,3178,0,0,17
14420,1978,19,0,350
14421,1867,0,0,9
14422,1392,30,31,24
14423,1281,0,19,0
14424,865,145,42,16
14425,1111,18,0,0
14426,1554,30,38,0
14427,2117,428,431,0
14428,1011,444,204,0
14429,1310,601,251,0
14430,1220,756,616,0
14431,1644,349,265,0
14432,1086,353,307,13
14433,1001,399,1055,0
14434,1394,183,254,31
14435,1397,71,209,9
14436,673,111,49,3
14437,948,794,1132,0
14438,1476,188,476,9
14439,1528,36,65,0
14440,2026,196,248,27
14441,989,119,114,0
14442,2081,67,289,0
14443,1579,74,69,7
14444,1626,77,397,0
14445,1698,363,105,0
14446,2103,465,180,0
14447,1504,0,6,0
14448,1650,63,10,0
14449,4038,121,0,352
14450,2449,82,344,16
14451,5465,0,0,79
14452,2155,69,55,0
14453,769,110,125,0
14454,1365,184,578,0
14455,1149,192,634,0
14456,695,677,688,0
14457,1650,35,94,30
14458,1260,0,17,0
14459,1754,11,45,105
14460,1212,39,11,10
14461,2752,0,0,0
14462,960,304,242,7
14463,664,614,714,0
14464,2288,14,51,109
14465,1345,27,419,0
14466,346,798,959,57
14467,1004,58,42,19
14468,1835,12,0,8
14469,1164,22,15,0
14470,846,390,245,18
14471,1222,8,64,14
14472,2027,125,154,0
14473,1013,406,248,0
14474,1226,73,173,0
14475,19,170,266,2
14476,1093,153,25,0
14477,146,1664,1146,0
14478,31,716,999,24
14479,43,229,1506,0
14480,1252,0,203,0
14481,1529,351,233,3
14482,1440,0,24,30
14483,216,27,226,0
14484,1615,281,129,0
14485,1853,204,211,0
14486,10,683,1102,24
14487,1629,242,279,0
14488,406,521,437,25
14489,829,788,610,0
14490,763,1094,841,0
14491,1501,142,655,0
14492,1805,272,426,0
14493,1480,246,363,29
14494,1388,104,31,0
14495,1699,0,0,0
14496,1832,39,182,15
14497,953,382,646,0
14498,1011,88,155,0
14499,1999,150,212,0
14500,2179,18,170,0
14501,914,162,83,9
14502,882,50,305,3
14503,393,887,818,0
14504,383,1105,1149,0
14505,1144,0,20,0
14506,1247,0,35,0
14507,56,86,522,0
14508,1919,156,332,0
14509,631,321,1842,0
14510,1041,46,51,0
14511,1258,83,525,0
14512,2793,0,24,0
14513,1715,148,677,11
14514,1151,355,407,0
14515,1525,164,53,0
14516,1531,889,442,0
14517,1309,18,0,0
14518,1454,177,1073,32
14519,643,456,1152,0
14520,1509,0,0,0
14521,1516,421,389,0
14522,7,358,824,12
14523,70,336,1118,0
14524,950,0,0,0
14525,717,242,52,0
14526,1133,436,76,4
14527,2180,0,0,0
14528,1374,290,110,9
14529,756,50,159,0
14530,686,83,23,7
14531,1692,94,273,0
14532,1016,106,53,36
14533,1131,307,22,11
14534,459,87,118,175
14535,1377,161,77,0
14536,422,218,710,0
14537,220,119,2617,0
14538,635,571,478,0
14539,931,0,0,0
14540,1725,253,361,0
14541,0,0,0,0
14542,0,0,0,0
14543,1558,125,93,87
14544,710,43,32,61
14545,1535,60,8,134
14546,665,1,3,83
14547,1612,211,73,167
14548,1644,205,64,46
14549,1034,173,72,105
14550,1389,43,0,234
14551,1242,0,0,198
14552,853,94,24,49
14553,3846,186,145,148
14554,987,0,0,282
14555,2295,0,59,71
14556,1859,23,0,28
14557,1764,17,1,193
14558,4008,0,0,0
14559,987,0,0,0
14560,1588,0,0,0
14561,1182,0,0,0
14562,1062,0,25,0
14563,3208,0,0,79
14564,2533,168,130,365
14565,1600,6,7,351
14566,2626,44,0,803
14567,1767,86,9,0
14568,1065,176,92,299
14569,509,24,0,154
14570,3430,17,0,323
14571,2528,84,25,134
14572,1216,555,1448,36
14573,2611,52,0,605
14574,2433,0,64,731
14575,2365,78,57,723
14576,1410,0,0,136
14577,1664,690,233,120
14578,1766,148,131,0
14579,1353,186,134,0
14580,1331,719,544,0
14581,578,88,16,261
14582,2393,104,92,0
14583,567,0,11,175
14584,411,748,545,0
14585,2517,403,364,0
14586,400,414,951,0
14587,735,366,996,152
14588,167,429,803,0
14589,612,376,451,6
14590,208,585,1009,7
14591,155,1093,1624,12
14592,995,125,72,0
14593,49,797,793,0
14594,1705,57,93,370
14595,1430,553,313,58
14596,942,317,261,0
14597,3289,409,110,338
14598,3005,164,6,5
14599,1755,137,633,1053
14600,2255,60,14,0
14601,1677,0,0,489
14602,2041,78,304,0
14603,2559,9,424,121
14604,727,204,555,292
14605,1904,22,274,0
14606,1481,11,0,7
14607,1397,0,0,0
14608,1420,0,0,0
14609,2740,0,0,237
14610,2272,0,0,159
14611,580,81,684,0
14612,1014,0,0,0
14613,3458,286,765,0
14614,1246,0,0,0
14615,1451,0,15,0
14616,366,39,281,0
14617,1233,12,0,0
14618,618,0,0,0
14619,2818,0,0,0
14620,1949,0,147,8
14621,1802,0,0,10
14622,1398,136,111,0
14623,976,242,270,0
14624,883,724,498,0
14625,1075,241,12,0
14626,1568,0,0,8
14627,943,187,885,0
14628,1031,190,186,29
14629,47,194,441,478
14630,0,48,930,23
14631,1314,0,0,0
14632,1781,0,0,0
14633,1109,323,1018,0
14634,810,576,1211,492
14635,1664,17,420,1
14636,745,0,0,0
14637,1528,656,2066,17
14638,1909,297,452,0
14639,1702,67,401,0
14640,1214,451,199,40
14641,1864,0,0,0
14642,1042,68,520,0
14643,1598,0,64,0
14644,120,561,2528,23
14645,358,525,1525,0
14646,400,761,3298,0
14647,725,570,795,0
14648,678,311,936,0
14649,1607,28,0,17
14650,891,177,1424,0
14651,1915,52,317,0
14652,2776,0,17,3
14653,1364,0,108,15
14654,942,0,0,0
14655,1341,0,8,0
14656,1318,59,243,30
14657,554,7,0,0
14658,1368,9,0,0
14659,1312,0,47,0
14660,1074,0,0,9
14661,1349,50,130,0
14662,48,63,392,466
14663,1043,0,0,0
14664,1321,0,0,6
14665,1274,0,0,0
14666,632,66,275,0
14667,427,81,647,0
14668,108,262,1244,0
14669,158,171,1864,0
14670,73,169,1016,0
14671,749,119,1227,14
14672,188,46,1210,0
14673,55,745,962,0
14674,936,228,993,0
14675,452,149,153,0
14676,1725,173,324,0
14677,776,212,474,20
14678,915,128,209,0
14679,1471,101,185,23
14680,1026,0,0,98
14681,1091,65,390,0
14682,1455,0,0,0
14683,999,0,0,0
14684,1200,0,0,24
14685,1399,0,10,0
14686,1547,0,0,14
14687,1755,0,0,2
14688,1138,214,386,12
14689,1481,0,30,0
14690,1638,46,18,300
14691,1224,222,6,343
14692,1390,167,41,153
14693,1431,24,0,495
14694,1442,21,5,195
14695,1248,14,12,138
14696,2329,226,28,625
14697,769,102,0,244
14698,664,118,15,99
14699,872,30,5,339
14700,1628,221,56,285
14701,949,13,9,219
14702,1838,24,4,263
14703,1140,196,59,302
14704,2810,141,73,352
14705,1904,220,31,412
14706,970,24,4,232
14707,1005,65,17,281
14708,709,25,0,511
14709,256,14,3,487
14710,1564,15,13,0
14711,1331,214,133,28
14712,1972,92,14,10
14713,868,229,807,423
14714,766,0,28,528
14715,1330,231,399,0
14716,1648,89,199,393
14717,1655,188,101,6
14718,1412,164,114,118
14719,1905,86,181,126
14720,1792,198,606,12
14721,666,285,181,102
14722,1474,136,0,297
14723,779,241,11,261
14724,639,0,0,558
14725,639,394,797,0
14726,1502,129,175,53
14727,1168,44,258,51
14728,1908,209,182,0
14729,1032,612,945,0
14730,1372,0,22,1915
14731,510,22,16,732
14732,1352,0,87,1743
14733,988,289,384,6
14734,1772,512,472,862
14735,1056,188,232,41
14736,1327,8,3,361
14737,1708,113,61,624
14738,1497,34,34,872
14739,3053,49,0,27
14740,1122,413,358,307
14741,1988,12,18,194
14742,1377,92,20,13
14743,1283,0,0,121
14744,489,0,13,53
14745,849,0,0,195
14746,1251,111,417,0
14747,2067,15,0,277
14748,2553,0,0,47
14749,1498,6,0,11
14750,1190,178,222,7
14751,800,161,174,23
14752,2024,906,597,0
14753,565,0,0,146
14754,1223,163,44,135
14755,436,180,134,67
14756,2004,31,14,107
14757,2074,56,106,97
14758,299,25,0,199
14759,1792,28,0,358
14760,1546,67,8,178
14761,1019,71,0,473
14762,560,9,0,205
14763,584,7,0,228
14764,2433,383,90,92
14765,1077,446,157,44
14766,1613,339,229,57
14767,1319,2,11,543
14768,2165,266,215,27
14769,2110,45,0,26
14770,1838,43,30,0
14771,504,115,78,246
14772,1245,5,7,14
14773,822,330,294,23
14774,823,271,141,0
14775,1378,66,106,25
14776,1403,185,271,6
14777,758,418,523,97
14778,1526,89,18,0
14779,1095,228,80,307
14780,893,34,0,318
14781,1263,394,387,331
14782,1503,251,74,12
14783,1964,284,441,19
14784,994,151,74,20
14785,280,698,618,0
14786,1187,394,155,0
14787,1230,671,372,0
14788,1758,653,1293,0
14789,1052,227,0,15
14790,1224,213,51,0
14791,1589,907,992,0
14792,2082,173,345,0
14793,1779,150,8,7
14794,1107,524,496,0
14795,460,701,1525,0
14796,1460,347,91,0
14797,1493,1078,584,10
14798,752,550,1021,0
14799,313,273,805,0
14800,976,412,395,0
14801,1421,229,126,11
14802,170,50,96,0
14803,1058,140,146,40
14804,2519,11,0,14
14805,132,385,556,4
14806,1476,193,745,0
14807,785,54,279,0
14808,810,872,613,0
14809,33,132,108,0
14810,65,201,244,19
14811,178,473,360,0
14812,330,430,150,11
14813,185,499,509,0
14814,656,291,352,0
14815,711,962,359,7
14816,1318,428,91,21
14817,1192,137,19,0
14818,1916,265,131,59
14819,956,193,43,0
14820,705,851,394,17
14821,202,201,51,51
14822,893,390,121,19
14823,1011,76,190,0
14824,837,79,30,11
14825,1654,303,340,8
14826,1371,292,708,0
14827,1364,355,645,0
14828,1753,592,358,42
14829,706,170,106,71
14830,918,352,325,61
14831,1231,104,52,105
14832,483,162,263,113
14833,944,167,208,205
14834,1015,203,114,296
14835,1473,154,298,14
14836,844,33,63,20
14837,758,245,153,87
14838,955,230,67,130
14839,782,60,4,6
14840,1183,554,178,251
14841,1916,0,0,439
14842,1615,363,415,159
14843,1345,25,26,193
14844,1017,1078,191,138
14845,1868,99,88,96
14846,732,294,288,40
14847,1255,187,96,187
14848,458,0,0,0
14849,1642,141,217,11
14850,1261,486,354,0
14851,1950,38,107,0
14852,1682,222,251,0
14853,1336,530,191,0
14854,1210,398,308,20
14855,1296,293,198,0
14856,1167,618,347,0
14857,612,464,392,0
14858,1373,211,195,0
14859,1441,409,327,0
14860,225,755,1213,33
14861,1377,41,0,0
14862,1730,0,13,0
14863,927,9,6,16
14864,578,0,6,4
14865,395,286,14,0
14866,376,33,0,0
14867,750,90,49,161
14868,1871,0,120,209
14869,1843,422,125,0
14870,1025,13,48,0
14871,2195,36,17,17
14872,2068,64,0,0
14873,1944,21,326,12
14874,2279,16,47,0
14875,1461,213,118,819
14876,1575,22,97,0
14877,1060,76,0,0
14878,2450,93,0,90
14879,842,106,0,349
14880,1081,76,61,748
14881,277,0,9,424
14882,977,213,70,0
14883,1593,303,398,0
14884,1845,253,0,153
14885,1340,65,0,8
14886,1084,363,28,0
14887,1239,153,85,10
14888,157,0,0,69
14889,1443,157,31,55
14890,1294,0,10,35
14891,2514,0,0,0
14892,1922,48,0,408
14893,1413,183,170,8
14894,1149,75,37,0
14895,1096,73,108,0
14896,1321,49,0,0
14897,3272,0,0,16
14898,2843,694,195,87
14899,1997,129,48,17
14900,652,0,0,462
14901,711,16,7,170
14902,613,0,0,297
14903,1791,119,177,0
14904,1835,277,128,0
14905,1807,123,267,0
14906,1198,55,0,586
14907,330,0,0,312
14908,6578,126,214,247
14909,3529,141,0,287
14910,1928,82,7,83
14911,381,8,8,442
14912,1675,45,0,457
14913,1028,43,28,385
14914,725,80,0,501
14915,1446,221,7,210
14916,957,127,0,257
14917,1357,125,0,405
14918,670,81,28,316
14919,1004,96,47,663
14920,877,67,51,260
14921,1507,31,0,209
14922,756,90,50,372
14923,452,35,15,136
14924,276,9,0,213
14925,689,178,79,226
14926,458,31,47,399
14927,1337,392,0,7
14928,0,0,0,0
14929,1230,13,0,382
14930,817,4,61,707
14931,1791,93,77,935
14932,1796,124,46,620
14933,1409,450,531,103
14934,2002,503,285,269
14935,1150,288,195,18
14936,783,0,0,346
14937,942,0,0,249
14938,1428,226,130,0
14939,801,126,36,41
14940,683,6,87,229
14941,995,25,43,213
14942,1192,19,21,222
14943,1080,126,2,186
14944,976,83,12,219
14945,702,352,45,89
14946,2000,455,23,310
14947,969,39,2,270
14948,833,32,0,205
14949,1520,104,7,251
14950,1025,36,12,232
14951,1475,14,0,458
14952,1297,34,0,143
14953,1161,0,0,276
14954,1773,257,154,356
14955,1535,33,31,370
14956,1826,54,40,498
14957,2268,76,126,203
14958,1088,9,0,260
14959,804,22,0,94
14960,1018,106,10,59
14961,1020,33,5,158
14962,1564,74,58,89
14963,685,57,0,47
14964,2212,7,0,0
14965,1160,35,23,9
14966,2708,42,0,7
14967,1298,28,20,0
14968,1663,62,152,21
14969,1413,0,110,0
14970,3002,0,44,0
14971,689,0,0,9
14972,1261,0,12,47
14973,3875,0,19,496
14974,3471,0,0,0
14975,1685,0,0,120
14976,2278,0,101,0
14977,2143,50,105,0
14978,2351,54,0,364
14979,1945,0,29,44
14980,836,59,404,31
14981,1209,151,1830,201
14982,2333,71,116,9
14983,481,0,0,4
14984,1755,189,854,0
14985,1160,0,13,0
14986,2043,0,0,0
14987,774,114,262,39
14988,1322,0,9,0
14989,2136,60,560,47
14990,830,314,1740,0
14991,1418,9,53,0
14992,1199,0,90,0
14993,1874,93,500,17
14994,2779,105,321,31
14995,2683,0,0,0
14996,2339,0,0,0
14997,3095,0,0,38
14998,1792,0,0,27
14999,3651,15,0,188
15000,2052,8,161,0
15001,1528,134,848,0
15002,10296,172,738,56
15003,2456,76,190,0
15004,2113,135,691,0
15005,3866,12,50,0
15006,13865,230,600,0
15007,5047,12,373,0
15008,2751,0,0,94
15009,1714,0,0,65
15010,5771,0,34,132
15011,2708,231,347,0
15012,2629,0,0,26
15013,0,0,5,0
15014,2157,178,332,194
15015,2671,0,0,0
15016,2297,52,423,14
15017,2270,341,567,0
15018,2517,0,0,0
15019,1765,84,0,0
15020,2789,0,15,0
15021,3567,20,0,0
15022,2361,14,293,0
15023,5122,0,0,342
15024,1334,0,104,0
15025,2477,0,0,51
15026,2097,0,0,0
15027,1386,0,0,0
15028,2927,145,740,79
15029,762,353,1238,0
15030,752,177,171,559
15031,752,209,53,152
15032,2269,261,847,133
15033,1399,270,319,224
15034,1588,101,87,578
15035,1771,10,15,681
15036,4081,39,167,200
15037,1365,17,2,651
15038,2043,35,30,428
15039,962,8,0,401
15040,2645,0,0,492
15041,1051,183,25,52
15042,1065,11,0,253
15043,1447,48,26,1154
15044,519,0,0,27
15045,330,116,5,46
15046,815,90,0,246
15047,1102,35,0,555
15048,1141,38,70,306
15049,665,2,0,422
15050,1685,120,10,777
15051,1333,196,13,419
15052,830,100,12,328
15053,1145,74,17,340
15054,1999,53,26,596
15055,1684,52,19,286
15056,1916,196,13,0
15057,1355,196,291,5
15058,640,34,72,61
15059,2427,0,36,0
15060,2054,0,9,0
15061,1492,0,0,0
15062,3202,52,41,200
15063,4553,0,0,0
15064,4251,87,277,0
15065,2287,369,1112,107
15066,1232,34,48,171
15067,1369,327,331,196
15068,720,0,0,95
15069,2066,335,102,1252
15070,5127,569,1087,107
15071,1380,0,0,0
15072,1447,152,314,21
15073,2218,418,663,0
15074,2155,302,1056,0
15075,607,47,37,116
15076,2238,184,50,774
15077,1712,90,0,554
15078,1980,366,1446,0
15079,1802,86,157,0
15080,927,141,303,0
15081,2445,0,0,43
15082,969,296,182,0
15083,2094,454,167,65
15084,481,109,317,48
15085,1675,214,80,0
15086,852,40,83,110
15087,1101,19,17,15
15088,1347,47,69,11
15089,766,206,638,0
15090,1114,200,99,154
15091,2038,27,35,215
15092,2201,239,110,261
15093,356,4,4,47
15094,2869,85,14,617
15095,1595,49,0,367
15096,672,261,48,73
15097,2791,58,75,24
15098,2407,0,0,197
15099,176,17,84,0
15100,238,150,1105,0
15101,618,357,1085,0
15102,1001,703,233,0
15103,1281,632,340,25
15104,93,258,293,0
15105,394,307,119,4
15106,741,414,34,0
15107,638,300,36,0
15108,921,112,21,0
15109,808,206,18,0
15110,788,207,5,0
15111,614,148,142,0
15112,999,41,0,0
15113,1606,165,81,0
15114,550,40,14,14
15115,340,433,2158,15
15116,986,20,70,0
15117,1034,379,626,0
15118,373,161,1695,0
15119,1035,27,153,0
15120,4871,318,173,10
15121,1032,59,35,98
15122,0,0,0,0
15123,1704,76,3,343
15124,1668,32,0,419
15125,1743,13,0,622
15126,2886,228,82,387
15127,2134,233,352,399
15128,1098,277,35,220
15129,555,3,0,50
15130,1568,110,4,403
15131,1249,34,18,298
15132,873,20,11,547
15133,1329,143,0,713
15134,908,265,82,140
15135,739,32,0,78
15136,1141,67,10,473
15137,795,12,0,407
15138,1308,111,24,139
15139,1816,74,0,23
15140,1724,336,195,44
15141,1091,53,0,57
15142,941,12,16,172
15143,904,32,59,164
15144,743,0,5,80
15145,1563,86,3,403
15146,1063,100,20,224
15147,795,130,20,57
15148,1792,47,55,157
15149,2018,34,38,1030
15150,1407,4,0,600
15151,1145,183,9,19
15152,1160,217,262,1
15153,511,138,52,0
15154,1202,60,0,219
15155,1546,179,69,91
15156,2371,26,0,26
15157,1108,273,156,96
15158,1411,586,851,283
15159,965,384,303,304
15160,2369,350,13,269
15161,2133,201,248,0
15162,1320,336,293,8
15163,1527,200,11,61
15164,2261,78,86,103
15165,1178,645,316,0
15166,2002,186,40,197
15167,1413,93,13,436
15168,2051,215,53,52
15169,3569,133,51,421
15170,879,101,140,30
15171,1960,140,577,68
15172,1817,271,210,0
15173,868,337,548,102
15174,880,495,477,7
15175,1579,362,269,0
15176,1433,492,234,13
15177,2532,320,372,0
15178,1657,477,45,0
15179,1423,691,53,392
15180,685,112,196,231
15181,759,90,58,27
15182,673,306,381,0
15183,930,98,27,0
15184,1086,353,147,12
15185,1012,377,175,0
15186,1192,162,142,174
15187,1921,7,0,623
15188,2488,316,45,375
15189,1312,613,0,89
15190,1425,183,41,302
15191,1967,109,0,1102
15192,1688,9,63,628
15193,1764,526,280,111
15194,1241,130,110,353
15195,0,0,0,0
15196,977,66,47,630
15197,1242,36,9,706
15198,1905,249,81,390
15199,1857,0,0,666
15200,1402,3,0,479
15201,48,52,4,10
15202,1323,471,118,12
15203,1591,171,15,100
15204,1552,337,223,207
15205,1415,291,220,0
15206,1403,0,0,792
15207,580,40,0,829
15208,913,13,0,244
15209,1604,9,0,294
15210,700,24,0,236
15211,570,21,5,119
15212,2883,0,0,377
15213,928,141,0,608
15214,2627,0,0,54
15215,825,0,0,497
15216,874,198,443,0
15217,1472,68,18,486
15218,1218,35,515,23
15219,1999,0,0,0
15220,1529,0,6,61
15221,1279,0,0,14
15222,1078,7,0,11
15223,1561,0,0,0
15224,1508,0,0,11
15225,2357,33,117,234
15226,1840,306,22,309
15227,817,0,2,599
15228,1064,0,0,517
15229,1315,0,0,953
15230,1155,104,127,353
15231,1536,118,44,326
15232,1187,86,181,55
15233,2112,271,130,145
15234,1359,193,45,0
15235,990,214,60,64
15236,921,38,7,254
15237,1141,96,0,165
15238,605,13,0,28
15239,1072,8,33,36
15240,1728,73,21,113
15241,1089,119,9,180
15242,1353,16,0,231
15243,1338,125,21,87
15244,596,92,18,40
15245,1429,25,8,125
15246,1826,181,0,367
15247,890,0,0,640
15248,1640,74,22,500
15249,2556,31,320,1370
15250,576,85,12,304
15251,1389,12,0,380
15252,2290,298,124,722
15253,878,0,0,446
15254,1306,162,26,335
15255,1726,210,32,225
15256,1105,17,0,596
15257,1055,0,0,624
15258,49,16,2491,0
15259,19,17,14,0
15260,1254,392,212,0
15261,1335,308,199,0
15262,1898,190,277,0
15263,840,45,0,0
15264,702,257,142,6
15265,505,109,28,10
15266,834,103,14,0
15267,2170,128,11,15
15268,862,240,212,32
15269,1598,475,369,0
15270,988,287,327,21
15271,1799,198,197,0
15272,934,52,148,0
15273,1150,386,158,0
15274,1483,121,31,17
15275,1521,455,71,21
15276,879,180,37,0
15277,1525,49,62,0
15278,682,21,49,25
15279,823,208,14,0
15280,1200,212,22,7
15281,1166,149,157,52
15282,656,231,1084,65
15283,798,48,249,21
15284,1426,328,400,8
15285,683,232,323,0
15286,453,59,62,0
15287,838,200,80,17
15288,974,51,0,47
15289,1573,74,30,45
15290,2090,211,68,72
15291,1050,49,739,154
15292,948,393,1118,219
15293,2303,37,0,262
15294,1249,24,0,884
15295,740,91,21,338
15296,1241,0,0,122
15297,616,0,10,0
15298,1347,48,10,83
15299,624,165,126,151
15300,860,0,11,374
15301,625,18,6,350
15302,1176,116,24,224
15303,355,245,454,22
15304,926,0,0,183
15305,957,318,666,53
15306,25,372,1745,0
15307,353,791,1088,0
15308,603,25,35,237
15309,2122,30,79,54
15310,752,144,175,0
15311,480,193,568,0
15312,448,44,0,95
15313,525,151,38,0
15314,1801,135,317,8
15315,705,78,61,20
15316,1298,202,86,9
15317,1161,76,72,0
15318,1044,28,0,12
15319,621,497,81,0
15320,961,79,0,5
15321,1391,136,232,97
15322,1558,56,16,0
15323,1416,32,42,0
15324,1660,399,209,88
15325,1304,173,213,20
15326,941,11,0,0
15327,1012,41,60,0
15328,1089,5,0,5
15329,812,52,0,242
15330,777,7,0,108
15331,2092,11,0,224
15332,976,8,31,305
15333,650,296,67,104
15334,3078,178,1741,141
15335,1949,33,272,833
15336,2791,51,33,39
15337,2019,107,72,238
15338,890,208,210,0
15339,983,193,297,72
15340,737,16,135,0
15341,932,0,0,0
15342,785,599,969,236
15343,560,654,987,14
15344,878,300,1095,0
15345,1182,784,1076,38
15346,535,484,528,0
15347,1261,0,0,10
15348,831,0,0,0
15349,644,135,318,263
15350,878,74,147,841
15351,447,170,164,678
15352,1912,9,0,10
15353,1097,120,116,8
15354,620,7,441,16
15355,1884,157,67,42
15356,815,98,26,31
15357,1419,87,30,0
15358,803,11,27,17
15359,654,24,5,8
15360,141,259,1349,13
15361,1777,197,42,208
15362,429,394,1657,0
15363,106,616,2114,0
15364,3,354,823,0
15365,3727,115,869,63
15366,2808,90,28,344
15367,451,1243,1126,0
15368,1179,63,212,0
15369,2602,52,192,114
15370,3871,111,307,0
15371,2842,49,80,0
15372,1596,0,0,0
15373,3907,0,0,14
15374,1231,363,11,117
15375,2288,108,69,0
15376,3596,82,250,123
15377,2932,86,39,16
15378,1061,621,1477,206
15379,2184,160,17,424
15380,1617,251,215,782
15381,1494,32,395,72
15382,3071,58,338,0
15383,3592,0,15,76
15384,4497,220,845,0
15385,1388,128,454,0
15386,1260,1192,891,0
