HouseHoldId,Single_Unit_ACS_10_14,MLT_U2_9_STRC_ACS_10_14,MLT_U10p_ACS_10_14,Mobile_Homes_ACS_10_14
3853,2149,56,698,0
3854,1680,37,128,0
3855,2061,103,237,0
3856,944,217,312,0
3857,1187,8,173,0
3858,2179,46,271,10
3859,1269,12,14,6
3860,666,408,432,38
3861,830,650,618,59
3862,769,20,5,0
3863,690,52,52,0
3864,726,84,78,44
3865,1471,183,580,213
3866,746,313,226,0
3867,1028,39,75,9
3868,1035,223,378,0
3869,985,364,696,0
3870,514,148,82,0
3871,819,0,0,23
3872,1118,431,420,0
3873,695,368,361,19
3874,569,0,0,0
3875,335,494,1295,0
3876,670,799,802,0
3877,722,203,269,336
3878,1353,193,572,231
3879,525,459,888,30
3880,1373,15,7,0
3881,1016,60,111,8
3882,559,785,1373,0
3883,910,111,517,0
3884,11,70,252,0
3885,1917,11,400,0
3886,1311,203,24,0
3887,813,61,44,0
3888,1044,6,0,9
3889,480,651,170,126
3890,601,590,336,22
3891,449,52,295,267
3892,1767,398,400,30
3893,857,39,163,321
3894,813,53,174,0
3895,1099,57,29,0
3896,1722,346,125,0
3897,7,26,3,0
3898,1498,403,666,0
3899,2168,13,289,384
3900,1592,163,0,38
3901,1133,122,32,0
3902,1310,28,58,0
3903,1337,451,360,197
3904,2502,134,0,0
3905,1085,0,0,0
3906,850,0,0,12
3907,994,9,126,0
3908,540,400,146,0
3909,841,207,11,6
3910,1289,0,0,0
3911,1784,0,20,0
3912,2007,11,0,20
3913,1192,30,4,0
3914,1667,9,127,0
3915,1512,8,0,30
3916,1735,226,59,16
3917,1120,185,105,6
3918,1501,6,0,0
3919,1233,8,222,0
3920,1216,0,0,7
3921,1484,136,93,99
3922,925,51,0,0
3923,2539,0,0,0
3924,1409,0,0,10
3925,1509,385,439,0
3926,2262,127,40,0
3927,1201,72,189,0
3928,2068,52,0,0
3929,1598,0,0,0
3930,781,0,0,0
3931,1151,110,37,0
3932,1134,120,912,0
3933,734,301,397,609
3934,1756,48,147,0
3935,1780,14,137,0
3936,1423,448,511,16
3937,4160,144,330,25
3938,1366,629,111,0
3939,806,470,74,0
3940,1395,67,37,0
3941,1295,0,0,0
3942,1191,0,0,0
3943,1059,0,0,0
3944,850,334,326,0
3945,1871,0,0,0
3946,844,137,74,0
3947,1159,46,119,0
3948,2573,57,0,14
3949,2118,48,0,0
3950,2082,59,134,0
3951,880,0,6,9
3952,422,0,0,0
3953,1711,37,69,0
3954,1266,0,0,0
3955,1944,102,32,12
3956,933,21,17,0
3957,1944,20,9,0
3958,662,549,553,0
3959,2216,39,23,0
3960,2587,159,352,0
3961,1553,132,64,11
3962,887,658,490,0
3963,2273,304,559,0
3964,943,227,1263,11
3965,842,225,349,11
3966,1907,86,498,0
3967,2115,158,422,10
3968,1833,93,157,0
3969,2690,109,238,0
3970,1074,54,56,139
3971,2100,1028,295,20
3972,610,0,0,209
3973,524,874,124,0
3974,499,2124,625,0
3975,1428,437,349,0
3976,2037,0,19,202
3977,2046,142,179,0
3978,1819,93,118,0
3979,1390,294,86,0
3980,1748,602,33,459
3981,2644,189,204,119
3982,2182,217,223,0
3983,1253,176,139,0
3984,1675,158,140,0
3985,1697,94,459,0
3986,2062,446,157,699
3987,1965,132,335,0
3988,1453,711,290,28
3989,1530,1490,277,0
3990,1701,354,363,0
3991,1101,150,141,0
3992,1171,0,0,0
3993,1162,768,621,0
3994,2023,661,129,0
3995,1976,262,244,0
3996,1198,162,208,0
3997,1375,385,97,0
3998,1573,43,61,33
3999,782,0,0,0
4000,1415,21,36,0
4001,1216,602,453,0
4002,1503,539,156,0
4003,1930,400,28,0
4004,1321,0,92,0
4005,1435,660,203,0
4006,1510,570,422,0
4007,1517,81,0,0
4008,1307,126,0,0
4009,1553,259,359,0
4010,1028,507,85,0
4011,120,4,0,0
4012,2142,16,14,0
4013,1180,59,335,529
4014,1260,102,0,0
4015,1316,0,0,0
4016,1081,161,55,0
4017,2279,129,185,644
4018,2876,919,2077,0
4019,1078,26,61,0
4020,5599,509,1074,0
4021,1633,143,373,0
4022,1141,53,313,0
4023,836,764,561,0
4024,1101,581,220,0
4025,1297,567,494,0
4026,2256,216,1262,0
4027,1297,346,117,0
4028,2126,64,19,0
4029,1785,55,0,157
4030,1028,409,227,326
4031,832,14,0,0
4032,1812,218,258,0
4033,1486,449,463,0
4034,1403,473,321,0
4035,1796,588,886,0
4036,2016,1433,884,0
4037,180,27,2501,0
4038,997,593,72,0
4039,1189,142,22,0
4040,354,833,1124,0
4041,1007,334,157,0
4042,949,143,468,0
4043,1443,1108,616,0
4044,3142,845,2106,0
4045,1336,46,0,0
4046,2195,317,276,0
4047,896,304,61,14
4048,4338,689,1553,0
4049,1004,827,461,0
4050,178,26,4490,0
4051,410,1103,326,0
4052,2488,367,139,0
4053,1239,867,1981,0
4054,1807,251,60,0
4055,2504,174,86,0
4056,1839,219,209,28
4057,561,1453,819,153
4058,901,1166,69,0
4059,250,376,389,0
4060,598,355,643,0
4061,552,391,67,0
4062,928,6,0,5
4063,731,51,0,0
4064,1227,71,0,0
4065,1693,209,152,183
4066,1801,32,61,0
4067,1629,181,230,0
4068,1353,218,131,0
4069,571,382,554,9
4070,842,383,1074,0
4071,1547,80,822,18
4072,1985,190,534,0
4073,961,277,429,0
4074,1161,234,745,0
4075,1331,18,9,0
4076,2839,121,24,0
4077,1833,692,952,0
4078,2038,311,443,41
4079,901,1450,524,13
4080,787,1018,589,12
4081,905,823,543,0
4082,1042,368,755,23
4083,1277,218,135,29
4084,2200,263,193,15
4085,1502,1217,148,0
4086,878,62,0,0
4087,1591,183,1284,348
4088,435,237,293,0
4089,1710,401,0,11
4090,2110,412,626,0
4091,299,86,313,0
4092,713,8,5,0
4093,1707,208,1428,18
4094,503,232,495,0
4095,1758,841,242,0
4096,834,218,34,0
4097,1125,320,216,0
4098,1098,170,308,42
4099,632,461,329,7
4100,1495,217,57,0
4101,1610,204,326,0
4102,1974,1401,148,142
4103,1198,111,88,8
4104,1186,507,1474,216
4105,227,288,645,276
4106,338,778,324,93
4107,567,470,707,0
4108,595,725,550,173
4109,887,191,11,0
4110,1245,341,139,0
4111,809,103,0,7
4112,1060,368,28,0
4113,554,677,843,0
4114,575,701,193,105
4115,829,564,1360,0
4116,995,180,0,0
4117,968,344,49,14
4118,1166,305,429,0
4119,444,820,966,101
4120,1335,540,2240,0
4121,892,681,1056,0
4122,455,59,596,0
4123,1052,666,582,0
4124,952,241,353,0
4125,216,648,1129,0
4126,1087,44,195,10
4127,939,5,0,0
4128,342,1175,222,158
4129,501,1120,965,66
4130,771,172,9,0
4131,492,188,0,0
4132,937,4,11,3
4133,1162,48,171,0
4134,1686,18,85,0
4135,747,39,0,31
4136,99,221,794,211
4137,316,317,814,20
4138,401,202,232,8
4139,67,366,1251,185
4140,127,476,801,285
4141,388,302,697,31
4142,789,232,0,0
4143,1325,237,162,0
4144,1096,236,411,0
4145,1184,225,57,0
4146,862,145,130,11
4147,779,190,45,0
4148,372,147,0,704
4149,1163,92,0,576
4150,263,409,358,0
4151,551,181,202,0
4152,1017,195,694,47
4153,617,311,274,14
4154,250,595,1510,88
4155,254,320,1092,0
4156,131,154,1039,0
4157,1256,255,538,0
4158,857,117,133,0
4159,990,80,91,7
4160,937,81,577,0
4161,858,23,265,0
4162,936,57,281,0
4163,1175,0,103,9
4164,1127,770,595,0
4165,848,374,791,112
4166,500,237,252,0
4167,1058,277,286,0
4168,652,410,413,0
4169,931,185,122,0
4170,502,611,948,10
4171,391,319,522,0
4172,499,680,378,63
4173,178,445,508,83
4174,2123,988,2979,0
4175,1274,58,100,0
4176,2668,0,80,39
4177,1754,294,92,0
4178,2560,0,0,0
4179,1453,564,917,14
4180,1349,566,309,0
4181,1174,0,57,0
4182,1437,10,0,7
4183,796,370,181,0
4184,1166,381,350,178
4185,1002,88,158,0
4186,1155,0,0,0
4187,1068,0,0,0
4188,1034,0,0,0
4189,600,187,21,0
4190,1081,620,154,32
4191,1535,12,0,184
4192,970,137,64,0
4193,1064,444,0,113
4194,446,528,235,0
4195,1189,343,91,0
4196,1368,988,514,0
4197,1420,581,1304,0
4198,1106,171,2137,209
4199,316,187,900,219
4200,914,745,643,231
4201,1888,143,205,129
4202,1211,642,116,11
4203,543,266,266,88
4204,1242,244,154,0
4205,1203,134,121,138
4206,1231,191,270,0
4207,1410,131,284,0
4208,864,326,1194,207
4209,857,367,530,0
4210,1115,6,0,17
4211,730,237,356,0
4212,926,171,207,130
4213,950,252,319,9
4214,782,481,488,8
4215,564,150,517,192
4216,818,410,682,215
4217,980,255,0,10
4218,564,445,202,222
4219,780,1024,608,72
4220,726,208,808,0
4221,1663,313,250,292
4222,835,519,635,0
4223,895,48,24,0
4224,1013,319,254,0
4225,1117,355,1104,166
4226,559,708,1539,20
4227,842,86,520,300
4228,735,339,997,0
4229,789,77,722,40
4230,975,206,1154,12
4231,466,210,1208,8
4232,539,773,380,12
4233,1668,357,301,40
4234,815,126,564,0
4235,624,419,489,22
4236,1160,660,816,0
4237,905,1139,1100,0
4238,1181,68,0,0
4239,259,149,182,110
4240,337,430,77,0
4241,408,663,305,0
4242,804,624,392,0
4243,282,765,488,265
4244,578,769,131,0
4245,633,110,716,8
4246,1445,562,77,130
4247,1041,318,384,0
4248,1309,47,124,7
4249,1035,73,243,0
4250,1081,254,246,136
4251,1027,245,708,424
4252,518,409,516,53
4253,838,447,479,236
4254,821,193,553,0
4255,567,38,538,170
4256,981,101,288,0
4257,1046,90,133,0
4258,921,38,133,0
4259,583,116,23,0
4260,704,104,704,207
4261,995,47,12,45
4262,761,229,458,347
4263,1134,372,73,50
4264,822,171,136,0
4265,786,25,24,53
4266,811,313,370,0
4267,1120,294,107,226
4268,1450,154,176,0
4269,1322,0,0,0
4270,665,184,471,0
4271,1243,334,274,34
4272,983,388,238,252
4273,703,224,466,40
4274,1114,486,605,0
4275,832,93,424,0
4276,635,769,520,0
4277,1127,273,79,20
4278,1058,784,792,0
4279,933,311,234,9
4280,1093,227,171,219
4281,934,222,43,13
4282,1367,157,291,135
4283,1044,167,0,232
4284,1189,7,100,88
4285,1129,106,87,334
4286,515,191,164,8
4287,709,230,442,419
4288,1129,243,166,123
4289,306,560,163,340
4290,687,212,258,0
4291,309,280,173,238
4292,1207,9,45,30
4293,1284,315,214,201
4294,1367,43,107,29
4295,826,153,248,177
4296,857,472,387,0
4297,867,91,87,402
4298,1697,163,37,0
4299,1291,84,21,77
4300,662,28,192,0
4301,1331,181,431,446
4302,996,72,303,291
4303,635,136,589,384
4304,996,34,79,0
4305,995,0,20,19
4306,1143,3,0,0
4307,1377,285,294,35
4308,1324,151,1059,0
4309,1346,179,8,0
4310,1799,0,0,0
4311,1652,0,0,314
4312,1021,0,52,0
4313,1074,25,149,0
4314,988,533,316,157
4315,1243,0,0,0
4316,1370,0,14,0
4317,1350,13,8,0
4318,1307,254,586,0
4319,785,310,575,0
4320,815,146,134,39
4321,1295,187,353,14
4322,1208,646,60,0
4323,985,64,21,0
4324,1233,0,5,0
4325,362,87,168,179
4326,277,253,457,452
4327,366,246,11,221
4328,589,263,256,0
4329,641,478,1039,0
4330,958,1436,499,91
4331,1696,842,280,0
4332,559,187,126,526
4333,2165,30,0,0
4334,1508,273,564,0
4335,1008,824,338,29
4336,928,611,593,0
4337,390,1449,121,141
4338,1275,410,91,0
4339,1050,62,418,167
4340,1116,49,551,0
4341,722,78,174,0
4342,1163,206,100,234
4343,553,667,355,0
4344,348,1134,601,0
4345,1137,128,621,0
4346,1754,578,1130,15
4347,1889,0,74,0
4348,348,1217,671,14
4349,897,625,473,0
4350,51,104,16,12
4351,996,23,0,0
4352,572,151,20,0
4353,726,360,496,509
4354,725,674,1451,14
4355,1109,770,1697,12
4356,783,1007,133,0
4357,683,231,723,64
4358,729,372,194,9
4359,2180,143,47,0
4360,1277,579,204,0
4361,876,9,186,0
4362,2139,125,56,12
4363,1171,0,0,39
4364,1166,37,92,23
4365,1456,315,29,0
4366,1478,234,649,155
4367,1236,106,241,166
4368,1018,289,173,123
4369,571,368,787,185
4370,913,139,486,275
4371,1060,244,43,0
4372,1058,163,343,10
4373,966,599,380,16
4374,380,10,220,801
4375,1720,0,0,0
4376,1273,274,5,0
4377,908,0,242,0
4378,1610,72,22,0
4379,1143,10,0,0
4380,1005,9,128,0
4381,1741,0,0,0
4382,1292,84,410,0
4383,1444,0,0,0
4384,1067,68,0,0
4385,1772,0,136,0
4386,375,1118,371,0
4387,1187,18,0,0
4388,1668,28,133,12
4389,1377,96,435,0
4390,1172,90,7,0
4391,695,212,23,96
4392,1167,157,541,0
4393,1295,223,295,0
4394,1678,183,16,63
4395,685,0,52,0
4396,1541,9,14,0
4397,1004,28,143,0
4398,1100,82,296,0
4399,1281,123,552,204
4400,771,0,5,0
4401,1372,284,762,228
4402,927,490,988,0
4403,1207,358,151,0
4404,1549,129,401,0
4405,1363,158,46,76
4406,1341,37,124,0
4407,1287,16,42,0
4408,1255,29,108,0
4409,826,243,175,128
4410,912,395,1194,0
4411,691,352,1495,0
4412,2283,155,175,0
4413,1819,262,105,0
4414,407,466,394,0
4415,904,136,347,0
4416,0,0,0,0
4417,0,0,0,0
4418,1262,638,108,28
4419,1827,91,37,29
4420,1280,380,172,100
4421,1385,452,42,87
4422,2389,51,49,232
4423,1081,582,569,0
4424,562,406,88,15
4425,1300,130,104,0
4426,1187,4,0,15
4427,1600,18,0,259
4428,2814,19,0,0
4429,2343,145,86,106
4430,2048,38,0,80
4431,1946,0,84,109
4432,1447,0,0,0
4433,1560,12,0,129
4434,808,553,572,10
4435,1105,142,319,0
4436,822,130,410,14
4437,1290,121,33,0
4438,912,174,50,0
4439,875,317,147,0
4440,1226,411,87,0
4441,1162,406,123,0
4442,793,150,21,0
4443,1844,549,156,27
4444,1942,265,326,18
4445,1381,7,0,0
4446,2155,297,75,0
4447,560,210,265,0
4448,2160,381,37,43
4449,1077,0,24,0
4450,2107,0,104,0
4451,982,114,64,0
4452,1587,69,142,0
4453,1034,63,9,0
4454,874,706,327,281
4455,1234,93,124,32
4456,774,58,83,0
4457,629,186,132,321
4458,1394,286,97,0
4459,1353,0,0,0
4460,2775,11,0,10
4461,915,112,121,0
4462,822,421,198,0
4463,223,530,588,0
4464,1243,466,359,9
4465,2205,141,34,77
4466,932,0,0,16
4467,1958,0,0,296
4468,2739,119,481,16
4469,3473,30,526,114
4470,885,29,0,0
4471,1426,670,291,66
4472,1935,58,55,239
4473,1477,44,5,49
4474,767,812,171,283
4475,1340,0,0,51
4476,1904,11,0,17
4477,1739,174,33,615
4478,1150,41,18,120
4479,1836,0,0,24
4480,2438,256,74,201
4481,2128,406,296,12
4482,1513,0,0,64
4483,2448,246,163,44
4484,1311,0,6,62
4485,843,268,158,14
4486,1435,45,19,49
4487,1202,186,425,0
4488,1278,0,8,155
4489,848,552,659,0
4490,1287,213,80,0
4491,1170,453,216,0
4492,989,39,0,3
4493,2177,49,133,0
4494,1655,0,0,0
4495,1437,112,11,0
4496,1489,28,0,28
4497,1577,32,0,20
4498,2701,0,14,0
4499,2094,0,0,0
4500,1957,37,8,8
4501,975,69,21,0
4502,0,0,0,0
4503,1909,341,70,219
4504,2027,47,11,169
4505,1237,14,15,97
4506,2394,212,84,291
4507,1399,59,0,182
4508,1194,0,100,56
4509,3327,16,6,108
4510,361,3,3,0
4511,658,30,37,0
4512,1695,297,0,0
4513,1159,630,244,10
4514,433,609,593,0
4515,1330,335,46,0
4516,1013,195,279,0
4517,411,122,11,0
4518,355,311,523,0
4519,1863,11,0,0
4520,1296,19,0,0
4521,1085,0,0,0
4522,1724,326,217,0
4523,2082,98,342,35
4524,881,5,0,0
4525,1342,312,717,0
4526,1009,123,102,0
4527,1360,327,84,0
4528,1982,160,83,17
4529,690,0,0,7
4530,1475,378,463,0
4531,1403,167,805,0
4532,1031,326,453,0
4533,1796,498,425,0
4534,1067,119,124,0
4535,1217,149,182,122
4536,741,49,40,10
4537,780,0,0,8
4538,876,14,287,0
4539,1230,422,162,0
4540,982,21,4,4
4541,1047,24,0,8
4542,1489,174,125,19
4543,501,54,38,300
4544,602,65,85,144
4545,554,62,176,73
4546,1465,145,214,369
4547,2112,0,31,0
4548,690,15,0,124
4549,1031,35,0,16
4550,1416,24,0,22
4551,910,31,0,0
4552,1478,0,194,13
4553,1327,0,102,429
4554,1035,78,310,242
4555,687,372,795,8
4556,601,0,0,47
4557,1453,0,0,0
4558,773,33,5,7
4559,745,10,0,40
4560,1432,466,203,482
4561,2501,23,0,35
4562,1742,35,0,0
4563,3081,0,0,0
4564,2167,15,0,0
4565,1676,0,0,41
4566,673,0,0,0
4567,936,31,0,0
4568,921,0,51,0
4569,896,0,0,0
4570,1045,0,0,0
4571,1200,311,661,0
4572,875,17,25,144
4573,1066,15,59,0
4574,1872,0,0,29
4575,860,266,596,0
4576,933,119,187,0
4577,553,149,248,0
4578,1067,607,403,0
4579,1272,353,739,0
4580,1162,78,28,408
4581,644,68,56,0
4582,961,8,18,0
4583,458,19,309,0
4584,742,59,59,0
4585,709,0,20,0
4586,833,214,352,0
4587,552,301,390,0
4588,941,60,18,18
4589,860,113,238,0
4590,979,42,0,0
4591,623,75,284,17
4592,750,43,89,8
4593,825,203,65,0
4594,749,91,266,17
4595,990,0,0,11
4596,707,0,0,497
4597,1074,568,415,0
4598,711,633,387,114
4599,257,679,387,146
4600,4603,0,0,261
4601,635,40,20,11
4602,594,0,45,208
4603,1038,52,20,463
4604,307,32,206,105
4605,943,431,386,16
4606,1339,0,0,0
4607,211,776,575,241
4608,495,245,213,25
4609,1855,0,0,16
4610,1273,0,0,0
4611,1070,460,440,0
4612,1220,0,0,0
4613,675,0,0,0
4614,1803,27,219,0
4615,910,425,531,278
4616,1596,0,0,0
4617,1088,0,0,0
4618,1477,103,567,29
4619,1244,0,0,335
4620,588,248,127,0
4621,1195,439,204,203
4622,1368,78,19,27
4623,2201,0,0,275
4624,3588,115,31,51
4625,1751,56,20,0
4626,1355,348,380,0
4627,1418,27,0,336
4628,1068,37,0,0
4629,1518,0,0,26
4630,1131,0,0,480
4631,2246,0,0,48
4632,1422,32,0,520
4633,771,20,0,851
4634,1385,113,443,156
4635,2380,0,0,31
4636,2823,0,97,0
4637,857,1047,847,0
4638,869,25,352,0
4639,932,0,0,0
4640,200,534,543,224
4641,277,1096,592,0
4642,1607,225,208,0
4643,1132,205,253,0
4644,1858,0,6,0
4645,1662,291,164,0
4646,1676,433,55,116
4647,605,0,0,0
4648,1275,14,0,0
4649,1134,0,0,17
4650,454,79,24,21
4651,391,400,1039,7
4652,1105,8,0,166
4653,870,28,0,0
4654,847,9,0,0
4655,914,0,6,29
4656,1366,0,9,0
4657,720,14,0,30
4658,1563,10,0,0
4659,683,144,39,51
4660,1328,72,1474,0
4661,1142,0,0,0
4662,1082,94,0,87
4663,618,22,0,203
4664,1195,0,0,0
4665,777,33,45,0
4666,597,117,227,0
4667,795,0,0,0
4668,531,116,203,13
4669,603,341,150,0
4670,761,115,134,30
4671,741,5,0,97
4672,711,41,227,7
4673,252,182,83,0
4674,910,63,377,0
4675,1157,41,10,0
4676,2351,124,152,165
4677,1739,4,5,174
4678,2902,0,0,0
4679,2374,0,0,410
4680,1500,9,207,0
4681,843,107,374,0
4682,1042,129,101,0
4683,1069,0,0,0
4684,1737,49,204,0
4685,1454,0,36,0
4686,1731,12,158,335
4687,2801,12,51,0
4688,1409,0,0,0
4689,3638,58,736,39
4690,2083,0,31,9
4691,1378,0,0,231
4692,1101,20,131,434
4693,893,0,0,726
4694,447,0,0,1744
4695,962,0,0,0
4696,1588,27,0,300
4697,404,0,20,322
4698,3839,161,251,35
4699,966,0,0,505
4700,1662,0,0,190
4701,1639,0,0,85
4702,1516,0,33,157
4703,575,0,0,157
4704,1537,217,283,0
4705,2088,0,0,19
4706,852,0,0,406
4707,1100,108,0,316
4708,1156,0,17,105
4709,474,4,0,202
4710,853,37,0,144
4711,2025,0,0,245
4712,1318,297,440,348
4713,1147,0,0,824
4714,683,0,0,793
4715,869,9,0,729
4716,1000,0,0,1301
4717,860,359,289,182
4718,782,593,377,148
4719,914,306,26,333
4720,924,453,57,10
4721,2198,0,0,0
4722,1704,96,0,12
4723,1414,5,0,0
4724,1572,7,0,30
4725,1547,168,1074,53
4726,1680,19,0,0
4727,1117,870,525,15
4728,1068,0,0,0
4729,1735,0,0,0
4730,605,497,763,0
4731,1327,29,14,0
4732,1614,368,146,20
4733,708,161,622,0
4734,2485,0,26,0
4735,1359,0,0,50
4736,1948,14,0,434
4737,2595,26,406,0
4738,2548,99,0,0
4739,2488,148,0,0
4740,1720,0,68,45
4741,2376,11,0,31
4742,1367,10,0,0
4743,2299,173,431,0
4744,2264,0,6,2
4745,1535,44,0,73
4746,1012,0,0,49
4747,2123,43,0,390
4748,1623,104,53,0
4749,2373,0,0,0
4750,1871,0,11,0
4751,801,443,723,0
4752,2213,0,0,186
4753,1403,23,197,49
4754,865,0,0,274
4755,1872,83,0,38
4756,552,0,5,141
4757,1014,19,0,21
4758,1865,102,0,0
4759,1189,8,0,690
4760,1644,314,358,1042
4761,2103,0,0,750
4762,1251,72,44,558
4763,823,327,501,1181
4764,510,140,445,11
4765,629,294,250,43
4766,870,198,108,0
4767,719,32,28,0
4768,1275,36,50,0
4769,956,107,100,5
4770,1184,56,0,25
4771,697,0,0,0
4772,1284,15,0,601
4773,2221,63,73,25
4774,1367,509,68,348
4775,818,141,169,0
4776,889,63,11,689
4777,80,655,135,1451
4778,220,346,1019,798
4779,1793,98,113,1129
4780,1638,9,225,8
4781,2017,9,0,502
4782,681,338,669,1060
4783,1723,266,209,567
4784,1294,25,0,476
4785,2022,135,35,14
4786,597,23,18,367
4787,1891,12,0,70
4788,846,277,101,224
4789,827,216,159,29
4790,669,11,0,1011
4791,1081,76,223,438
4792,555,6,0,525
4793,1878,22,67,483
4794,1316,263,127,361
4795,1067,0,8,431
4796,2102,0,0,0
4797,1244,10,0,490
4798,3884,39,33,40
4799,1287,2,0,416
4800,71,6,0,522
4801,1169,6,52,0
4802,1751,0,0,0
4803,726,134,40,118
4804,772,13,4,64
4805,2480,38,0,42
4806,1777,179,109,31
4807,487,131,49,34
4808,765,251,41,88
4809,856,47,0,183
4810,1525,14,195,812
4811,1038,0,0,13
4812,1637,333,58,13
4813,1221,233,41,0
4814,1691,50,0,1314
4815,764,0,11,974
4816,1587,19,0,204
4817,2402,58,9,91
4818,1585,66,39,1467
4819,1647,354,133,442
4820,913,624,287,7
4821,1161,918,269,16
4822,815,45,9,518
4823,1790,401,17,492
4824,1348,41,164,35
4825,2168,159,86,0
4826,826,5,0,143
4827,486,9,0,52
4828,1083,44,15,1476
4829,1108,489,598,4
4830,1836,54,128,131
4831,2032,226,679,231
4832,1508,415,374,59
4833,1002,256,1054,10
4834,561,13,37,0
4835,831,308,36,2
4836,997,268,284,0
4837,624,359,283,365
4838,697,140,348,0
4839,1583,56,179,13
4840,737,640,137,0
4841,2386,313,429,0
4842,845,900,190,0
4843,1763,382,263,64
4844,3130,0,379,129
4845,2489,154,196,0
4846,2089,347,141,1952
4847,1455,11,63,0
4848,2579,996,853,0
4849,1096,116,0,0
4850,1116,142,9,14
4851,1031,0,15,0
4852,1212,210,150,0
4853,3134,590,126,0
4854,2703,289,144,46
4855,2313,433,644,0
4856,1236,676,662,442
4857,615,37,0,0
4858,1015,61,90,0
4859,1225,273,240,30
4860,1905,565,231,355
4861,1681,759,531,0
4862,1687,0,0,6
4863,2060,7,29,0
4864,1848,130,16,10
4865,1406,239,4,48
4866,780,387,65,0
4867,1744,853,427,0
4868,1195,370,203,149
4869,1056,120,0,197
4870,2017,585,113,0
4871,3958,431,92,13
4872,1124,199,43,0
4873,1588,193,15,11
4874,855,20,5,404
4875,3131,379,175,0
4876,502,584,287,373
4877,792,600,362,90
4878,1231,65,0,0
4879,1737,158,9,243
4880,2535,322,28,0
4881,3299,202,45,139
4882,1428,12,0,5
4883,1467,99,100,290
4884,716,6,0,740
4885,1532,0,0,422
4886,1642,0,25,0
4887,1645,0,0,11
4888,985,847,257,0
4889,1082,54,0,28
4890,477,282,67,25
4891,2976,0,0,0
4892,1051,455,124,8
4893,709,403,214,0
4894,1599,698,80,1180
4895,1546,0,0,1963
4896,1284,139,15,176
4897,3769,180,7,8
4898,899,122,0,604
4899,1139,172,12,83
4900,642,85,19,5
4901,855,996,173,20
4902,645,327,39,95
4903,1400,175,0,37
4904,508,100,7,214
4905,920,387,108,119
4906,376,430,83,0
4907,1174,8,34,42
4908,915,338,66,55
4909,1048,76,6,222
4910,1451,189,25,55
4911,1388,0,0,778
4912,1353,107,41,351
4913,907,0,0,276
4914,218,729,669,0
4915,120,0,72,0
4916,1117,0,0,0
4917,790,513,301,4
4918,1467,0,0,21
4919,738,0,0,652
4920,598,95,19,317
4921,28,56,0,1626
4922,496,0,31,813
4923,3380,26,0,19
4924,1929,0,0,21
4925,1258,14,0,0
4926,1721,54,16,0
4927,896,49,114,122
4928,1075,0,32,0
4929,973,0,0,0
4930,1185,326,176,175
4931,2008,124,0,33
4932,2096,780,201,352
4933,1511,0,0,166
4934,1289,678,292,120
4935,1767,63,755,0
4936,2847,0,0,21
4937,554,571,201,176
4938,3094,0,0,56
4939,2798,153,263,0
4940,3001,827,120,102
4941,1793,61,439,52
4942,2579,422,356,14
4943,898,301,654,6
4944,1302,177,357,0
4945,800,388,381,33
4946,1924,0,0,1015
4947,5244,0,0,63
4948,158,14,0,1214
4949,1340,38,0,157
4950,1839,94,213,189
4951,2259,108,2,346
4952,1938,325,303,0
4953,2017,206,215,408
4954,825,11,1,691
4955,2833,196,248,1063
4956,1209,228,111,710
4957,2165,288,33,5
4958,1972,354,195,0
4959,1189,611,1160,0
4960,1151,0,0,420
4961,0,0,0,0
4962,0,0,0,0
4963,1516,148,97,9
4964,1802,25,7,0
4965,1492,77,39,10
4966,800,1218,356,0
4967,449,937,707,0
4968,76,310,331,0
4969,16,6,555,0
4970,143,223,925,0
4971,104,287,1700,0
4972,219,705,1766,0
4973,248,1267,712,0
4974,287,586,1052,0
4975,1613,470,395,0
4976,2482,119,193,0
4977,1878,148,666,0
4978,1718,323,471,0
4979,395,1009,458,0
4980,424,733,327,0
4981,378,767,69,0
4982,1043,569,210,0
4983,1648,38,27,0
4984,1943,103,122,0
4985,703,9,0,6
4986,848,269,181,0
4987,1035,334,266,21
4988,1067,61,51,0
4989,2072,177,54,28
4990,2691,122,12,36
4991,1257,18,0,0
4992,1058,0,0,0
4993,1166,253,103,282
4994,661,85,37,0
4995,1428,95,30,15
4996,1797,89,56,0
4997,1557,132,241,12
4998,1057,162,63,0
4999,1272,73,11,8
5000,1009,39,0,0
5001,1302,68,0,0
5002,1649,85,68,0
5003,1307,287,120,0
5004,1942,370,457,16
5005,2585,108,30,0
5006,1264,262,533,0
5007,1397,466,507,12
5008,1526,34,21,0
5009,1616,403,343,0
5010,956,626,984,0
5011,1009,149,290,0
5012,984,350,67,8
5013,1238,339,109,20
5014,1667,52,9,7
5015,1271,190,231,0
5016,1151,301,125,0
5017,2406,108,11,0
5018,1191,231,58,0
5019,1277,80,25,0
5020,660,417,59,50
5021,559,461,312,465
5022,1665,356,427,29
5023,1006,521,120,19
5024,461,390,385,0
5025,1085,214,280,0
5026,1329,94,78,215
5027,1099,92,349,0
5028,1136,677,68,216
5029,1670,158,164,0
5030,1388,373,532,0
5031,742,4,10,217
5032,2171,151,72,248
5033,1169,647,406,391
5034,948,146,129,175
5035,815,171,169,592
5036,56,416,477,0
5037,1007,199,335,0
5038,1544,246,231,0
5039,170,343,183,392
5040,188,80,80,0
5041,0,647,1042,11
5042,1165,52,191,0
